,sentences
2739,"['they', 'all..']"
2740,"['same', 'thing', 'with', 'social,', 'meta', 'versu', 'next', 'tech', 'platform', ""that'"", 'gonna', 'revolution', 'industri', 'compani', 'interact', 'with', 'consum', 'across', 'board,', 'that', ""that'"", ""that'"", ""that'"", 'just,', 'know,', ""it'"", 'excit', 'becaus', ""it'"", 'go', 'everywher']"
2741,"['dive', 'dive', 'into,', 'know,', 'know', 'first', 'episode,', 'kinda', 'primer', 'meta', 'again,', 'know,', ""you'r"", 'our,', 'could...']"
2742,"['you,', 'podcast', 'avail', 'appl', 'spotifi', 'bloomberg', 'terminal,', 'but,', 'know,', 'back', 'listen', 'kind', 'overview', 'gave', 'some', 'player', 'thought', ""it'd"", 'just', 'good', 'opportun', 'come', 'back', 'take', 'look', 'kind', 'know,', 'most', 'advanc', 'meta', 'twenti', 'twenti', 'drive', 'develop', 'drive', 'toward', 'thi', 'vision']"
2743,"['obviously,', ""there'"", 'leaders,', 'some', 'whom', ""we'v"", 'podcast', 'recent', 'weeks,', 'know,', 'anyon', 'particular', 'come', 'mind', 'that', 'wanna', 'call', 'out?']"
2744,['speaker']
2745,"['think', 'there', 'been', 'happen', 'world', 'startup', 'corporations,', 'definit', 'import', 'highlight', 'some', 'compani', 'opinion', 'that', 'build', 'realli', 'underli', 'technolog', 'ideally,', 'open', 'univers', 'where', 'there', 'interoper', 'connect', 'among', 'these', 'platform']"
2746,"['companies,', 'think', 'that', 'worth', 'call', 'term', 'underli', 'platform', 'mind', 'know,', 'course,', 'roblox,', 'with', 'with', 'with', 'consist', 'platform', 'that', ""they'v"", 'built', 'generation,', 'creator', 'gener', 'consumers,', 'rush', 'brand', 'compani', 'develop', 'come', 'into', 'robust', 'platform']"
2747,"['think', 'game', 'with', 'their', 'collect', 'properties,', ""it'"", 'fortnit', 'that', 'itself', 'could', 'becom', 'platform,', 'and,', 'course,', 'unreal', 'engin', 'that', ""he's,"", 'know,', 'arguabl', 'most', 'advanc', 'game', 'engin', 'elder', 'there', 'should', 'onli', 'look', 'what', ""they'v"", 'recent', 'accomplish', 'with', 'matrix', 'experi', 'that', ""they'v"", 'created,', 'which', 'really,', 'realli', 'inspir', 'mind', 'boggl', 'thi', 'where', ""we'r"", 'head']"
2748,['right?']
2749,"['these', 'type', 'virtual', 'environ', 'will', 'avail', 'univers', 'roam', 'around', 'peopl', 'avatar']"
2750,"['uniti', 'been', 'make', 'step', 'store']"
2751,"['med,', 'course,', 'be', 'such', 'profound', 'game', 'engine,', 'with', 'with', 'success', 'with', 'mobil', 'developers,', 'course,', 'facebook', ""they'r"", 'transit', 'meta', 'what', ""they'r"", 'do', 'with', 'facebook', 'realiti', 'labs,', 'microsoft', 'nvidia,', 'both,', 'think', 'enterpris', 'level', 'go', 'realli', 'import', 'player', 'matter']"
2752,"['microsoft', 'also', 'xbox,', 'which', 'interest', 'slowli', 'year']"
2753,"[""they'r"", 'go', 'connect', 'that', 'meta', 'first', 'conversation.']"
2754,"['video,', 'although', 'though', 'veri', 'enterpris', 'level']"
2755,"['believ', 'they', 'have', 'distribut', 'platform', 'game', 'cloud', 'call', 'forc']"
2756,"['would', 'surpris', 'next', 'coupl', 'years,', ""we'r"", 'gonna', 'hear', 'that', 'nvidia,', 'some', 'sort', 'consum', 'meta', 'that', ""they'r"", 'go', 'introduc']"
2757,"['know,', 'watch', 'that']"
2758,"['then', 'think', 'brent', 'side,', 'definit', 'wanna', 'call', 'specifically,', 'know,', 'nike', 'becaus', ""they'v"", 'onli', 'launch', 'brand', 'world', 'roblox', 'that', 'show', 'that', ""they'r"", 'think', ""they'r"", 'active,', 'think', ""there'"", 'definit', 'other', 'brand', 'that', 'worth', 'mentioning,', 'then', 'parallel,', ""they'v"", 'also', 'acquir', 'creator', 'studio', 'call', 'artifact.']"
2759,['think..']
2760,"['believ', 'that', 'your', 'money', 'where', 'your', 'mouth']"
2761,"['think', ""it'"", 'inspir', 'consum', 'brand', 'like', 'nike,', 'make', 'those', 'type', 'invest', 'both', 'platform', 'like', 'robo', 'acquir', 'compani']"
2762,"['think', 'thi', 'go', 'lead', 'follow', 'activ', 'other', 'consum', 'brands,', 'tell', ""we'r"", 'see', 'ourselv', 'super', 'social.']"
2763,"['speaker', 'absolut', 'agre']"
2764,"['know,', 'coupl', 'point', 'that', ""i'll"", 'make']"
2765,"['mention', 'nvidia', 'and..']"
2766,"['thi', 'interest', 'becaus', 'think', 'peopl', 'still', 'think', 'nvidia', 'company,', ""that'"", 'total', 'fair', 'becaus', ""that'"", 'bulk', 'their', 'business,', 'when', 'come', 'meta,', 'nvidia', 'relev', 'just', 'becaus', 'they', 'make', 'gpu', 'just', 'because,', 'know,', 'they', 'help', 'meta']"
2767,"['but,', 'know,', 'look', 'softwar', 'stack', 'that', ""they'r"", 'building.']"
2768,"['look', 'potential,', 'mention', 'them', 'build', 'their', 'consum', 'meta', 'platform']"
2769,"['know,', ""there'"", 'more', 'under', 'hood', 'than', 'just', 'gpu', 'there']"
2770,['that..']
2771,"[""that'"", ""what'"", 'realli', 'excit', 'about', 'nvidia', 'when', 'come']"
2772,"['know,', 'also', 'wanna,', 'know,', 'give', 'littl', 'local', 'flare', 'here', 'hong', 'kong', 'greater', 'china', 'region.']"
2773,"['have', 'look', 'tencent,', 'know,', 'noth', 'realli', 'happen', 'the..']"
2774,"[""let'"", 'call', 'broadli', 'interact', 'entertain', 'space', 'without', 'tencent', 'have', 'tentacl', 'within', 'know,', ""they'r"", 'largest', 'investor', 'epic', 'game', ""who'"", 'obviously,', 'know,', 'drive', 'invest', 'here']"
2775,"[""they'r"", 'investor', 'roblox']"
2776,"['they', 'they', 'also', 'have', 'their', 'initi', 'intern', 'their', 'intern', 'game', 'studio', 'other', 'meta', 'studio']"
2777,"[""they'r"", ""they'r"", 'clearli', 'gonna', 'togeth', 'someth', 'quit', 'interesting.']"
2778,"['know,', ""we'v"", 'talk', 'length', 'about', 'opportun', 'with', 'virtual', 'concerts,', 'tencent', 'music', 'list', 'affili']"
2779,"[""it'"", 'subsidiari', 'tencent']"
2780,"[""they'r"", 'already,', 'know,', 'them', 'their', 'arriv']"
2781,"['cloud', 'villag', 'alreadi', 'push', 'ahead', 'with', 'virtual', 'concerts,', 'actually,', 'much', 'more', 'rapidli', 'than', 'western', 'compani', 'alreadi']"
2782,"['know,', ""that'"", 'alreadi', 'kind', 'bring', 'these', 'meta,', 'like', 'experi', 'consum', 'today.']"
2783,"[""there'"", 'cool', 'thing', 'happen', 'asia', 'china,', 'look', 'korea,', 'know,', 'neighbor', 'just', 'spun']"
2784,"['know,', ""it'"", ""it'"", 'meta', 'app']"
2785,"['they', 'have', 'coupl', 'them', 'that', 'compet', 'with', 'each', 'other', 'right']"
2786,"['thi', 'just', 'rais', 'money', 'from', 'from', 'outsid', 'investor', 'spin', 'separately,', 'telecom,', 'their', 'invest', 'group,', 'know,', 'basic', 'just', 'said', 'that', 'everi', 'invest', ""they'r"", 'gonna', 'make', 'advers', 'compani', 'go', 'forward']"
2787,"[""there'"", 'ton', 'ton', 'act,', 'asian', 'side', 'well.']"
2788,"[""that'"", 'realli', 'excit']"
2789,"['know,', 'know,', ""it's..""]"
2790,"['know,', 'focu', 'obvious', 'went', 'facebook', 'meta,', 'then', 'went', 'tencent', 'analyst', 'call,', 'earn', 'call', 'right', 'after', 'that', 'name', 'change,', 'and,', 'know,', 'think', 'analyst', 'call', 'need', 'come', 'back', 'listen', 'podcast', 'becaus', 'they', ""didn't"", 'under', 'understand', 'what', 'meta', 'versu', 'what', 'thi']"
2791,"['know,', 'they', 'just', 'think', ""it'"", 'game', 'platform', ""it'"", 'headset,', 'that', 'that', 'lose', 'nuanc', 'understand', 'that', 'that', 'that', 'think', 'brought', 'table,', 'know,', 'when', 'think', 'about', 'prolif', 'tencent', 'been', 'know,', 'anticip', 'that', 'chang', 'consum', 'onlin', 'entertainment,', 'interact', 'entertain', 'be', 'forefront', 'last', 'coupl', 'decades,', 'know,', ""they'r"", 'gonna', 'forc', 'reckon', 'with', 'thi', 'meta', 'evolv']"
2792,"['then,', 'know,', 'think', 'other', 'thing', 'that', 'that', ""we'v"", 'talk', 'about', 'and,', 'know,', 'crypto', 'bros.']"
2793,"['thi', 'thi', 'your', 'time', 'dial', 'realli', 'attention,', 'know,', ""we'v"", 'talk', 'about', 'converg', 'trend', 'such', 'blockchain', 'meta', 'thi', 'someth', 'that', 'question', 'about']"
2794,"['thi', 'someth', 'that', 'question', 'about']"
2795,"[""it'"", 'realli', 'import', 'kind', 'dissect,', 'know,', ""i'll"", 'first,', 'then', 'happi', 'follow']"
2796,"['doe', 'blockchain', 'these', 'emerg', 'technolog', 'that', 'peopl', 'peopl', 'like', 'call', 'three?', 'they', 'like', 'call', 'decentralized.']"
2797,"['doe', 'that', 'into', 'your', 'definit', 'meta', 'your', 'view', 'these', 'technolog', 'within', 'meta', 'chang', 'dure', 'twenti', 'twenti', 'dure', 'podcast.']"
2798,"['speaker', 'yeah']"
2799,"['think', 'that', 'look,', ""let'"", 'start', 'with', 'blockchain']"
2800,"['mind,', 'blockchain', 'realli', 'sort', 'financi', 'piec', 'internet']"
2801,"['what', 'realli', 'does,', 'give', 'stake', 'ownership', 'digit', 'asset']"
2802,"['that', 'could', 'insid', 'game', 'that', 'could', 'piec', 'artwork', 'that', 'could', 'music', 'piece.']"
2803,"['really,', 'think', 'ultimately,', 'anyth', 'internet', 'financi']"
2804,"['think', ""that'"", 'excit']"
2805,"['that', 'give', 'sens', 'ownership', 'that', 'give', 'stake', 'wealth', 'that', 'base', 'digit', 'asset']"
2806,"['that', 'really,', 'realli', 'profound']"
2807,"['have', 'said', 'that,', 'mind,', 'that', ""doesn't"", 'necessarili', 'mean', 'about', 'med.']"
2808,"['think', 'that', 'more', 'profoundli', 'about']"
2809,"['that', 'more', 'profoundli', 'about', 'internet', 'infrastructur']"
2810,"['until', 'today,', 'know,', 'echo', 'what', 'people,', 'like', 'other', 'saying,', 'first', 'gener', 'about', 'read']"
2811,"['second', 'gener', 'about', 'read', 'writing,', 'produc', 'content', 'that', 'ultim', 'becam', 'ownership', 'their', 'central', 'platform', 'like,', ""it's,"", 'know,', 'platform', 'like', 'facebook', 'instagram', 'tiktok', 'youtub', 'forth']"
2812,"['think', ""we'r"", 'move', 'thi', 'kind', 'third', 'gener', 'which', 'dub', 'three', 'that', 'realli', 'give', 'everyday', 'user', 'everyday', 'creators,', 'abil', 'piec', 'internet', 'content', 'that', 'they', 'create.']"
2813,"['thi', 'mind,', 'will', 'have', 'profound', 'implic', 'about', 'economi', 'about', 'abil', 'peopl', 'creat', 'type', 'career', 'job', 'wealth', 'creation', 'prospect', 'themselv']"
2814,"['believ', 'that', 'that', 'sort', 'financi', 'central', 'digit', 'asset', 'go', 'connect', 'directli', 'becaus', 'believ', ""they'r"", 'go', 'meta', 'opportunities,', 'meta', 'environ', 'where', 'onli', 'part', 'these', 'immers', 'three', 'multiplay', 'world', 'environ', ""it'"", 'gain', 'concert', 'forth', 'that', 'immers', 'where', 'live', 'with', 'your', 'avatar', 'multipl', 'ident']"
2815,"['definitely,', ""that'"", 'go', 'connect', 'that']"
2816,"['think', 'three', 'financi', 'commerci', 'digit', 'asset', 'goe', 'beyond', 'that']"
2817,"['think', ""there'"", 'gonna', 'element', 'that', 'directli', 'correl', 'with', 'universe,', ""there'"", 'gonna', 'element', 'that', 'not.']"
2818,"['think', 'mind', 'that', 'free', 'third', 'gener', 'internet']"
2819,[]
2820,"['think', 'those', 'distinct', 'concept', 'moment', 'mind', 'that', 'can..']"
2821,"['that', 'realli', 'correl', 'leav', 'togeth', 'each', 'them', 'their', 'profound', 'implications,', 'opportunities,', 'paradigm', 'shift', 'that', ""they'r"", 'gonna', 'have', 'human', 'behavior.']"
2822,"['speaker', 'total', 'agre', 'other', 'thing', 'that', ""i'll"", 'add,', ""it'"", ""it'"", 'come', 'convers', 'have', 'with', 'investor']"
2823,"['know,', 'soon', 'they', 'think', 'blockchain', 'they', 'think', 'interoper', 'bring', 'be', 'abl', 'bring', 'element', 'your', 'avatar', 'differ', 'experi']"
2824,"['people,', 'whether', ""it'"", 'becaus', 'they', ""don't"", 'understand', 'becaus', ""they'v"", 'been', 'zeitgeist', 'into', 'they', 'think', 'that', 'interoper', 'onli', 'achiev']"
2825,"['with', 'blockchain']"
2826,"['and,', 'know,', 'think', ""it'"", 'import', 'make', 'point', 'that', ""that'"", 'case.']"
2827,"['right?', ""that'"", 'technolog', 'decis', 'enabl', 'busi']"
2828,"['busi', 'decis', 'first', 'interoperability,', 'talk', 'about', 'thi', 'with', 'craig', 'when', 'roblox', 'episod']"
2829,"['right?', 'know,', 'they', 'were', 'point', 'today', 'where', 'they', 'want', 'enabl', 'interoperability.']"
2830,"['they', 'could,', 'they', 'could', 'that', 'without', 'blockchain']"
2831,"['then', 'technolog', 'decis', 'make', 'enabl', 'that', 'could', 'blockchain', ""t's,"", ""doesn't"", 'have', 'investor', 'come', 'which', 'platform,', 'which', 'energy,', 'which', 'blockchain', ""it'"", 'like,', 'know,', 'also', 'back', 'what', 'yeast', 'tell', 'again,', 'about']"
2832,"['right?', ""you'r"", ""you'r"", 'ask', 'wrong', 'question', 'first?', 'know,', 'first', 'question', 'interoper', 'good', 'busi', 'decis', 'these', 'platforms?']"
2833,"['gonna', 'make', 'more', 'fun?', 'then', ""that'"", 'case,', 'then', 'have', ""what'"", 'right', 'technolog', 'that']"
2834,"['then', 'answer', 'blockchain,', 'then', 'those', 'question']"
2835,"[""you'r"", 'kinda', 'three', 'question', 'remov']"
2836,"['from', 'from', 'where', 'actual', 'want']"
2837,"[""you'v"", 'alreadi', 'made', 'assumpt', 'that', 'valid']"
2838,"[""that'"", 'someth', 'that', ""i'v"", 'convers', 'with', 'investor', 'about', 'know,', 'talk', 'them', 'back', 'that', 'cliff', 'understand', 'exactli', ""what'"", 'go']"
2839,"['becaus', 'your', 'point,', 'think', ""there'"", 'peopl', 'that', 'kind', 'bring', 'these', 'terms,', 'these', 'ideas,', 'meta,', 'quot', 'unquot', 'three,', 'blockchain', 'togeth', 'them', 'togeth', 'tie', 'them', 'together,', 'they', 'come', 'togeth', 'matter', 'what,', ""don't..""]"
2840,"[""that'"", 'necessarili', 'case.']"
2841,"['speaker', 'exactli']"
2842,"['and,', 'know,', 'think', 'anoth', 'piec', 'love', 'what', 'said', 'around', 'term', 'when', 'when', 'wanna', 'build', 'someth', 'blockchain', 'wanna', 'creat', 'thi', 'sort', 'inter', 'interrupt', 'experience,', 'ultimately,', 'especi', 'with', 'interact', 'experi', 'game']"
2843,"['need', 'fine']"
2844,"['need', 'engag']"
2845,"['there', 'need', 'reason', 'peopl', 'come', 'back,', 'more', 'than', 'just', 'quot', 'unquot', 'money,', 'even', 'though', 'money', 'important,', 'more', 'than', 'that.']"
2846,"['think', ""there'"", 'definit', 'gonna', 'case', 'where', ""it'"", 'more', 'about', 'money', ""there'"", 'gonna', 'case', 'where', ""it'"", 'more', 'about', 'engag', ""they'r"", 'gonna', 'peopl', 'care', 'more', 'about', 'money']"
2847,"[""they'r"", 'gonna', 'peopl', 'care', 'more', 'about']"
2848,"['think', ""that'"", 'total', 'okay']"
2849,"['long', 'realli', 'understand', ""you'r"", 'build', 'what', ""you'r"", 'build', 'would', 'peopl', 'care', 'about']"
2850,"['thing', 'that', 'think', 'also', 'profound', 'super', 'social', 'yourself', 'time', 'sure.']"
2851,"['entities,', 'crypto', 'blockchain', 'provid', 'enorm', 'opportun', 'especi', 'when', 'think', 'about', 'user', 'player', 'own', 'economies,', 'thing', 'that', ""we'r"", 'ask', 'ourselv', 'what', 'that', ""we'r"", 'go', 'build', 'that', 'take', 'advantag', 'uniqu', 'what', 'blockchain', 'provid']"
2852,"['that', 'question', 'that', 'think', 'enough', 'peopl', 'ask', 'themselv']"
2853,"['expect', 'these', 'becom', 'more', 'import', 'question', 'thi', 'technic', 'environ', 'possibl', 'matur', 'and,', 'ultimately,', 'onc', 'first', 'wave', 'applic', 'come', 'life,', 'think', ""it'"", 'going..']"
2854,"['there', 'go', 'kind', 'realiz', 'that', ""there'"", 'some', 'critic', 'question', 'that', 'need', 'asked,', 'what', 'go', 'experi', 'that', 'peopl', 'find', 'meaning', 'that', 'peopl', 'find', 'uniqu', 'import', 'their', 'live']"
2855,"['take', 'advantag', 'uniqu', 'capabl', 'that', 'blockchain', 'provides.']"
2856,"['your', 'point,', 'cannot', 'deter', 'about', 'blockchain', 'thing']"
2857,"[""doesn't"", 'mean', 'everyth', 'need', 'becom', 'blockchain']"
2858,"['think', ""we'r"", 'definit', 'right', 'path', 'journey', 'that', 'mani', 'year', 'journey', 'opinion', 'where', ""we'r"", 'go', 'slowli', 'slowli', 'discov', 'really,', 'what', 'type', 'applic', 'valu', 'proposit', 'that', 'onli', 'deliv', 'valu', 'peopl', 'their', 'live', 'also', 'take', 'uniqu', 'advantag', 'infrastructure.']"
2859,"['speaker', 'total', 'agre']"
2860,"['and,', 'know,', 'start', 'wind', 'down', 'episode,', 'know,', 'wanna', 'wanna', 'turn', 'from', 'look', 'back', 'look', 'ahead']"
2861,"['look', 'ahead', 'into', 'twenti', 'twenti', 'two,', ""it'"", 'clear', 'that,', 'hype', 'cycl', 'boil', 'over', 'right', 'now,', ""it'"", 'clear', 'that', 'everyon', 'their', 'mother', 'tri', 'compani']"
2862,"['heck', 'even', 'meta', 'platform,', ""that'"", ""don't"", 'know', 'becaus', ""you'r"", 'china']"
2863,"['they', 'search', 'platform', 'china,', 'they', 'have', 'autonom', 'vehicles.']"
2864,"['they', 'have', 'meta', 'platform']"
2865,"['but,', 'know,', 'look', 'ahead,', 'know,', ""what'"", 'your', 'predict', 'meta', 'twenti', 'twenti', 'coupl', 'predict', ""there'"", 'outstanding.']"
2866,"['speaker', 'well,', 'know,', 'think', 'gotta', 'care', 'with', 'predict']"
2867,"['like', 'make', 'kind', 'decad', 'long', 'predict']"
2868,[]
2869,"[""you'r"", 'push', 'against', 'wall', 'wanna', 'wanna', 'talk', 'about', 'twenti', 'twenti', 'two,', 'think', 'biggest', 'predict', 'that,', 'amount', 'capit', 'invest', 'relat', 'compani', 'ventur', 'think', 'go', 'least', 'what', ""it'"", 'been', 'today']"
2870,"[""wouldn't"", 'surpris', ""we'r"", 'talk', 'about', 'multi', 'billion', 'dollar', 'invest', 'thi', 'just', 'startup', 'privat', 'companies.']"
2871,"['also', 'believ', 'mayb', ""that'"", 'kind', 'predict', 'number', 'that', 'meta', 'go', 'someth', 'that', 'almost', 'almost', 'everi', 'fortun', 'five', 'hundr', 'compani', 'ceo,', 'especi', 'consum', 'landscap', 'also', 'enterpris', 'softwar', 'potenti', 'other', 'industries,', 'everi', 'almost', 'everi', 'fortun', 'five', 'hundr', 'go', 'have', 'talk', 'about', 'convers', 'have', 'convers', 'about', 'strategi', 'what', 'doe', 'meta', 'mean', 'think', ""we'r"", ""we'r"", 'look', 'hundr', 'nineteen', 'refer', 'public', 'compani', 'ceos,', 'earn', 'calls,', 'that', 'outlin']"
2872,"['think', 'the..']"
2873,"[""that'"", ""that'"", 'probabl', 'gonna', 'grow', 'anywher', 'from', 'twenti', 'next', 'year']"
2874,"['these', 'coupl', 'thing', 'that', 'believ', 'gonna', 'happen.']"
2875,"['speaker', 'absolut']"
2876,[]
2877,"['know,', 'just', 'your', 'point,', 'facebook', 'alon', 'gonna', 'spend', 'billion', 'dollar', 'know,', 'broadli', 'horizon', 'associ', 'technologies,', 'and,', 'know,', 'some', ""that'"", 'gonna', 'which', 'directli', 'med,', 'know,', ""there'"", 'lot', 'money', 'pour']"
2878,"['heard', 'microsoft', 'outlin', 'their', 'plan']"
2879,"['thi', 'kinda', 'tie', 'into', 'prediction.']"
2880,"['know,', ""there'"", 'compani', 'that', ""haven't"", 'heard', 'from']"
2881,"['around', 'their', 'meta', 'plan']"
2882,"['think', 'that', 'stand', 'most', 'appl', 'googl']"
2883,"['think', 'that', 'twenti', 'twenti', 'two,', ""we'r"", 'gonna', 'concret', 'plan', 'from', 'appl', 'googl', 'around', 'their', 'meta', 'strategi']"
2884,"['know,', 'think', 'apple,', ""they'r"", 'under', 'gone', 'lot', 'differ', 'avenu', 'their', 'business,', 'especi', 'store', 'distribution,', 'and,', 'know,', ""i'v"", 'talk', 'length', 'about', 'thi', 'with', 'anoth', 'podcast', 'podcast', 'everywhere,', 'know,', 'recent', 'podcast', 'with', 'game', 'maker', 'check', 'that', 'out.']"
2885,"[""it'"", ""it'"", 'fantast', 'conversation,', 'talk', 'about', 'store', 'distribut', 'thing', 'like,', 'know,', ""i'v"", ""i'v"", ""i'v"", 'look', 'back', 'kinda', 'togeth', 'head', 'that', 'know,', 'epic', 'game', 'fight', 'appl', 'over', 'distribut', 'becaus', 'meta', 'coming,', 'they', 'wanna', 'control', 'over', 'distribut', 'ahead', 'meta']"
2886,"[""it'"", 'increased..']"
2887,"[""it'"", ""it'"", 'just', 'import', 'appl', 'becaus', 'doe', 'appl', 'remain', 'relev', 'meta', 'distribut', 'platform', 'they?', ""what'"", 'their', 'strategy?', 'doe', 'around', 'goggles.']"
2888,"['with,', 'know,', 'with', 'with', 'rumor', 'devic', 'come', 'there', 'applic', 'that', 'take', 'advantag', 'that']"
2889,"[""it'"", 'clear', 'that', ""there'"", 'gonna', 'some', 'sort', 'meta', 'play', 'around', 'that']"
2890,"['think', 'appl', 'go', 'know,', 'foundat', 'appl', 'meta', 'strategi', 'which', 'think', 'will', 'quit', 'interest']"
2891,"['also', 'think', 'google,', 'know,', ""there'"", 'been', 'some', 'report', 'recent', 'that', ""they'v"", 'restructur', 'thing', 'intern', 'kind', 'asset', 'togeth', 'into', 'kind', 'meta', 'team']"
2892,"[""it'"", 'basic', 'what', 'happen', 'facebook', 'befor', 'they', 'start', 'talk', 'about', 'then', 'rebrand', 'company.']"
2893,"['think', 'someth', 'similar', 'gonna', 'happen', 'over', 'there,', ""they'r"", 'gonna', 'have', 'know,', 'more', 'streamlin', 'coher', 'strategi', 'like,', ""we'v"", 'heard', 'from', 'facebook', 'meta']"
2894,"['like,', ""we'v"", 'heard', 'from', 'microsoft']"
2895,"['from', 'public', 'compani', 'angle,']"
2896,"[""that'"", ""that'"", 'someth', 'that', 'watch']"
2897,"['then', 'other', 'thing', 'just', 'watch', 'know,', 'mention', 'that', 'number', 'mention', 'meta', 'irrevers', 'surge,', 'extrem', 'amounts.']"
2898,"['think', 'some', 'point,', ""we'll"", 'start', 'trough', 'call', 'come', 'into', 'play']"
2899,"['mentioned,', 'hype', 'cycl', 'blow']"
2900,"['everyon', 'get', 'pool']"
2901,"['know,', 'everi', ""everyone'"", 'rush', 'claim', 'thi', 'ride', 'wave', 'right', 'now,', ""it'"", ""it'"", ""it'"", ""it'"", 'over', 'place']"
2902,"[""everyone'"", 'talk', 'about', 'meta', 'becaus', 'facebook.']"
2903,"['think', 'year,', 'peopl', 'gonna', 'look', 'back', 'like,', 'much', 'chang']"
2904,"['there', 'much', 'hype', 'over', 'this,', ""it'"", 'gonna', 'back', 'into', 'kind', 'develop', 'focu', 'underli', 'technolog', 'development,', 'which', 'know,', 'craig', 'told', 'right?', ""we'r"", 'first', 'inning']"
2905,"[""we'r"", 'anywher', 'close', 'be', 'done', 'build', 'thi', 'stuff']"
2906,"['know,', 'think', 'that,', 'most', 'import', 'thing', 'that', 'peopl', 'need', 'understand', 'that', 'hype', 'cycl', 'will', 'inevit', 'down.']"
2907,"[""there'"", 'interest', 'thing', 'go']"
2908,"[""it'"", ""there'"", 'still', 'long', 'realiz', 'true', 'vision', 'meta', 'where', ""we'r"", 'go']"
2909,"['have', 'look', 'through', 'that', 'trough', 'that', 'will', 'whether', ""it's..""]"
2910,"['think', ""it'll"", 'sometim', 'next', 'year,', 'mayb', ""it'll"", 'twenti', 'twenti', 'three', 'more', 'lockdown', 'down', 'peopl', 'have', 'back', 'use', 'these', 'servic', 'even', 'more']"
2911,"['know,', 'what', 'whatev', 'there', 'definit', 'that', 'that', 'that', 'phase', 'where', 'start', 'kinda', 'question', 'give']"
2912,"['think', 'time', 'where,', 'know,', 'investors,', 'wherea', 'peopl', 'that', 'interest']"
2913,"[""you'r"", 'look', 'start', 'compani', 'space']"
2914,"[""that'"", 'when', 'get', 'most', 'interest']"
2915,"['when', ""everyone'"", 'pull', ""everyone'"", 'take', 'start', 'say,', ""that'""]"
2916,"['gonna', 'next', 'thing,', ""that'"", 'when', 'get', 'interesting,', ""that'"", 'when', 'realli', 'start', 'groundwork', 'real', 'success', 'down', 'road.']"
2917,"['speaker', 'absolut', 'agre', 'with']"
2918,"['excit', 'about', 'point', 'time', 'next', 'year,', 'your', 'predict', 'correct,', 'think', 'there', 'high', 'probabl']"
2919,"['excit', 'about', 'point', 'time', 'where,', 'hype', 'slower,', 'hype', 'smaller,', 'real', 'builder', 'remain', 'excit', 'about', 'possibl', 'what', 'meta', 'go']"
2920,"['think', ""it'"", 'natur']"
2921,"['think', ""it'"", 'natural.']"
2922,"[""we'v"", 'seen', 'everi', 'time']"
2923,"[""we'v"", 'seen', 'with', 'internet']"
2924,"[""we'v"", 'seen', 'with', 'commerc']"
2925,"[""we'v"", 'seen', 'with', 'social', 'media']"
2926,"['know,', 'remember,', 'sal,', 'social,', 'local', 'mobile.']"
2927,"['right?', 'mean,', 'right,', 'social', 'media,', 'with', 'with', 'mobile,', ""there'"", 'there', ""there'"", 'there', 'occasional,', 'hype..']"
2928,"['think', ""we'r"", 'just', 'live', 'world', 'point', 'time', 'where', 'amount', 'hype', 'word', 'terminolog', 'never', 'been', 'greater']"
2929,"['think', 'year', 'word', 'could', 'between', 'meta,', 'crypto,', 'defy..']"
2930,"['mean,', 'realli', 'anyth', 'goe', 'moment.']"
2931,"['think', ""it'"", 'import', 'ultim', 'back', 'focu', 'fundamentals,', 'which', 'incred', 'exciting,', 'back', 'focu', 'building,', 'application,', 'services,', 'experi', 'that', 'real', 'peopl', 'reson', 'love']"
2932,"['ultimately,', 'build', 'thing', 'that', 'also', 'becom', 'great', 'valu', 'human', 'great', 'financi', 'valu', 'builder', 'commun']"
2933,"['definitely,', 'financi', 'central', 'internet', 'excit', ""we'll"", 'provid', 'these', 'opportun']"
2934,"['know,', 'will', 'introduc', 'opportun', 'immers', 'ourself', 'virtual', 'world', 'avatars,', ""it'"", 'realli', 'inspir']"
2935,"[""we'r"", 'very,', 'very,', 'veri', 'earli', 'day', 'thi', 'evolut', 'next', 'iter', 'internet.']"
2936,"['that', 'really,', 'realli', 'exciting.']"
2937,"['speaker', ""it'"", 'excit', 'time']"
2938,"['know,', 'with', 'that,', ""we'll"", 'wrap', 'twenti', 'twenti', 'one,', ""we'll"", 'twenti', 'twenti', 'even', 'deeper', 'into', 'meta.']"
2939,"['welcom', '2022', 'metavers']"
2940,"['speaker', 'meta', 'emerg', 'next', 'technolog', 'platform,', 'attract', 'onlin', 'game', 'maker', 'social', 'network', 'plenti', 'invest']"
2941,"['share', ""there'"", 'lot', 'hype', 'surround', 'meta,', ""there'"", 'also', 'lot', 'substance,', 'develop', 'excit', 'trend']"
2942,"['thi', 'podcast', 'seri', 'into', 'meta', 'brought', 'bloomberg', 'intellig']"
2943,"['will', 'break', 'down', 'biggest', 'develop', 'bring', 'most', 'interest', 'mind', 'building,', 'invest', 'experienc', 'the.']"
2944,"['speaker', 'everyon']"
2945,"['thi', 'founder', 'super', 'social,', 'whitney', 'matthew', 'can,', 'host', 'thi', 'amaz', 'podcast', 'into']"
2946,"['kick', 'twenti', 'twenti']"
2947,"['what', 'kickoff', 'year', 'have', 'mani', 'things,', 'interest', 'thing', 'share', 'with', 'you.']"
