,sentences
2751,"['course', 'profound', 'game', 'engine', 'success', 'mobile', 'developer', 'course', 'facebook', 'transition', 'meta', 'facebook', 'reality', 'lab', 'microsoft', 'nvidia', 'think', 'enterprise', 'level', 'going', 'really', 'important', 'player', 'matter']"
2752,"['microsoft', 'also', 'xbox', 'interesting', 'slowly', 'year']"
2753,"['going', 'connect', 'meta', 'first', 'conversation']"
2754,"['video', 'although', 'though', 'enterprise', 'level']"
2755,"['believe', 'distribution', 'platform', 'game', 'cloud', 'called', 'force']"
2756,"['would', 'surprised', 'next', 'couple', 'year', 'gonna', 'hear', 'nvidia', 'sort', 'consumer', 'meta', 'going', 'introduce']"
2757,"['know', 'watch']"
2758,"['think', 'brent', 'side', 'definitely', 'wanna', 'call', 'specifically', 'know', 'nike', 'launched', 'brand', 'world', 'roblox', 'show', 'thinking', 'active', 'think', 'definitely', 'brand', 'worth', 'mentioning', 'parallel', 'also', 'acquired', 'creator', 'studio', 'called', 'artifact']"
2759,['think']
2760,"['believe', 'money', 'mouth']"
2761,"['think', 'inspiring', 'consumer', 'brand', 'like', 'nike', 'making', 'type', 'investment', 'platform', 'like', 'robo', 'acquiring', 'company']"
2762,"['think', 'going', 'lead', 'follow', 'activity', 'consumer', 'brand', 'tell', 'seeing', 'super', 'social']"
2763,"['absolutely', 'agree']"
2764,"['know', 'couple', 'point', 'make']"
2765,"['mentioned', 'nvidia']"
2766,"['interesting', 'think', 'people', 'still', 'think', 'nvidia', 'company', 'totally', 'fair', 'bulk', 'business', 'come', 'meta', 'nvidia', 'relevant', 'make', 'gpus', 'know', 'help', 'meta']"
2767,"['know', 'look', 'software', 'stack', 'building']"
2768,"['look', 'potential', 'mentioned', 'build', 'consumer', 'meta', 'platform']"
2769,"['know', 'hood', 'gpus']"
2771,"['really', 'exciting', 'nvidia', 'come']"
2772,"['know', 'also', 'wanna', 'know', 'give', 'little', 'local', 'flare', 'hong', 'kong', 'greater', 'china', 'region']"
2773,"['look', 'tencent', 'know', 'nothing', 'really', 'happens']"
2774,"['call', 'broadly', 'interactive', 'entertainment', 'space', 'without', 'tencent', 'tentacle', 'within', 'know', 'largest', 'investor', 'epic', 'game', 'obviously', 'know', 'driving', 'investment']"
2775,"['investor', 'roblox']"
2776,"['also', 'initiative', 'internally', 'internal', 'game', 'studio', 'meta', 'studio']"
2777,"['clearly', 'gonna', 'together', 'something', 'quite', 'interesting']"
2778,"['know', 'talked', 'length', 'opportunity', 'virtual', 'concert', 'tencent', 'music', 'listed', 'affiliate']"
2779,"['subsidiary', 'tencent']"
2780,"['already', 'know', 'arrival']"
2781,"['cloud', 'village', 'already', 'pushing', 'ahead', 'virtual', 'concert', 'actually', 'much', 'rapidly', 'western', 'company', 'already']"
2782,"['know', 'already', 'kind', 'bringing', 'meta', 'like', 'experience', 'consumer', 'today']"
2783,"['cool', 'thing', 'happening', 'asia', 'china', 'look', 'korea', 'know', 'neighbor', 'spun']"
2784,"['know', 'meta', 'apps']"
2785,"['couple', 'competing', 'right']"
2786,"['raised', 'money', 'outside', 'investor', 'spin', 'separately', 'telecom', 'investment', 'group', 'know', 'basically', 'said', 'every', 'investment', 'gonna', 'make', 'adverse', 'company', 'going', 'forward']"
2787,"['ton', 'ton', 'asian', 'side', 'well']"
2788,"['really', 'exciting']"
2789,"['know', 'know']"
2790,"['know', 'focus', 'obviously', 'went', 'facebook', 'meta', 'went', 'tencent', 'analyst', 'call', 'earnings', 'call', 'right', 'name', 'change', 'know', 'think', 'analyst', 'call', 'need', 'come', 'back', 'listen', 'podcast', 'understand', 'meta', 'versus']"
2791,"['know', 'think', 'game', 'platform', 'headset', 'loses', 'nuance', 'understanding', 'think', 'brought', 'table', 'know', 'think', 'prolific', 'tencent', 'know', 'anticipating', 'change', 'consumer', 'online', 'entertainment', 'interactive', 'entertainment', 'forefront', 'last', 'couple', 'decade', 'know', 'gonna', 'force', 'reckon', 'meta', 'evolves']"
2792,"['know', 'think', 'thing', 'talked', 'know', 'crypto', 'bros']"
2793,"['time', 'dial', 'really', 'attention', 'know', 'talked', 'convergence', 'trend', 'blockchain', 'meta', 'something', 'question']"
2794,"['something', 'question']"
2795,"['really', 'important', 'kind', 'dissect', 'know', 'first', 'happy', 'follow']"
2796,"['blockchain', 'emerging', 'technology', 'people', 'people', 'like', 'call', 'three', 'like', 'call', 'decentralized']"
2797,"['definition', 'meta', 'view', 'technology', 'within', 'meta', 'changed', 'twenty', 'twenty', 'podcast']"
2798,['yeah']
2799,"['think', 'look', 'start', 'blockchain']"
2800,"['mind', 'blockchain', 'really', 'sort', 'financial', 'piece', 'internet']"
2801,"['really', 'give', 'stake', 'ownership', 'digital', 'asset']"
2802,"['could', 'inside', 'game', 'could', 'piece', 'artwork', 'could', 'music', 'piece']"
2803,"['really', 'think', 'ultimately', 'anything', 'internet', 'financial']"
2804,"['think', 'exciting']"
2805,"['give', 'sense', 'ownership', 'give', 'stake', 'wealth', 'based', 'digital', 'asset']"
2806,"['really', 'really', 'profound']"
2807,"['said', 'mind', 'necessarily', 'mean']"
2808,"['think', 'profoundly']"
2809,"['profoundly', 'internet', 'infrastructure']"
2810,"['today', 'know', 'echoing', 'people', 'like', 'others', 'saying', 'first', 'generation', 'reading']"
2811,"['second', 'generation', 'reading', 'writing', 'producing', 'content', 'ultimately', 'became', 'ownership', 'centralized', 'platform', 'like', 'know', 'platform', 'like', 'facebook', 'instagram', 'tiktok', 'youtube', 'forth']"
2812,"['think', 'moving', 'kind', 'third', 'generation', 'dubbed', 'three', 'really', 'give', 'everyday', 'user', 'everyday', 'creator', 'ability', 'piece', 'internet', 'content', 'create']"
2813,"['mind', 'profound', 'implication', 'economy', 'ability', 'people', 'create', 'type', 'career', 'job', 'wealth', 'creation', 'prospect']"
2814,"['believe', 'sort', 'financial', 'centralization', 'digital', 'asset', 'going', 'connected', 'directly', 'believe', 'going', 'meta', 'opportunity', 'meta', 'environment', 'part', 'immersive', 'three', 'multiplayer', 'world', 'environment', 'gain', 'concert', 'forth', 'immersive', 'live', 'avatar', 'multiple', 'identity']"
2815,"['definitely', 'going', 'connected']"
2816,"['think', 'three', 'financial', 'commercialization', 'digital', 'asset', 'go', 'beyond']"
2817,"['think', 'gonna', 'element', 'directly', 'correlated', 'universe', 'gonna', 'element']"
2818,"['think', 'mind', 'free', 'third', 'generation', 'internet']"
2820,"['think', 'distinct', 'concept', 'moment', 'mind']"
2821,"['really', 'correlate', 'leave', 'together', 'profound', 'implication', 'opportunity', 'paradigm', 'shift', 'gonna', 'human', 'behavior']"
2822,"['totally', 'agree', 'thing', 'come', 'conversation', 'investor']"
2823,"['know', 'soon', 'think', 'blockchain', 'think', 'interoperability', 'bring', 'able', 'bring', 'element', 'avatar', 'different', 'experience']"
2824,"['people', 'whether', 'understand', 'zeitgeist', 'think', 'interoperability', 'achievable']"
2825,['blockchain']
2826,"['know', 'think', 'important', 'make', 'point', 'case']"
2827,"['right', 'technology', 'decision', 'enable', 'business']"
2828,"['business', 'decision', 'first', 'interoperability', 'talked', 'craig', 'roblox', 'episode']"
2829,"['right', 'know', 'point', 'today', 'wanted', 'enable', 'interoperability']"
2830,"['could', 'could', 'without', 'blockchain']"
2831,"['technology', 'decision', 'make', 'enable', 'could', 'blockchain', 'investor', 'come', 'platform', 'energy', 'blockchain', 'like', 'know', 'also', 'back', 'yeast', 'telling']"
2832,"['right', 'asking', 'wrong', 'question', 'first', 'know', 'first', 'question', 'interoperability', 'good', 'business', 'decision', 'platform']"
2833,"['gonna', 'make', 'case', 'right', 'technology']"
2834,"['answer', 'blockchain', 'question']"
2835,"['kinda', 'three', 'question', 'removed']"
2836,"['actually', 'want']"
2837,"['already', 'made', 'assumption', 'valid']"
2838,"['something', 'conversation', 'investor', 'know', 'talk', 'back', 'cliff', 'understand', 'exactly', 'going']"
2839,"['point', 'think', 'people', 'kind', 'bringing', 'term', 'idea', 'meta', 'quote', 'unquote', 'three', 'blockchain', 'together', 'together', 'tying', 'together', 'come', 'together', 'matter']"
2840,"['necessarily', 'case']"
2841,['exactly']
2842,"['know', 'think', 'another', 'piece', 'love', 'said', 'around', 'term', 'wanna', 'build', 'something', 'blockchain', 'wanna', 'create', 'sort', 'inter', 'interrupt', 'experience', 'ultimately', 'especially', 'interactive', 'experience', 'game']"
2843,"['need', 'fine']"
2844,"['need', 'engaging']"
2845,"['need', 'reason', 'people', 'come', 'back', 'quote', 'unquote', 'money', 'even', 'though', 'money', 'important']"
2846,"['think', 'definitely', 'gonna', 'case', 'money', 'gonna', 'case', 'engagement', 'gonna', 'people', 'care', 'money']"
2847,"['gonna', 'people', 'care']"
2848,"['think', 'totally', 'okay']"
2849,"['long', 'really', 'understand', 'building', 'building', 'would', 'people', 'care']"
2850,"['thing', 'think', 'also', 'profound', 'super', 'social', 'time', 'sure']"
2851,"['entity', 'crypto', 'blockchain', 'provides', 'enormous', 'opportunity', 'especially', 'think', 'user', 'player', 'owned', 'economy', 'thing', 'asking', 'going', 'build', 'take', 'advantage', 'uniqueness', 'blockchain', 'provides']"
2852,"['question', 'think', 'enough', 'people', 'asking']"
2853,"['expect', 'become', 'important', 'question', 'technical', 'environment', 'possibility', 'mature', 'ultimately', 'first', 'wave', 'application', 'come', 'life', 'think', 'going']"
2854,"['going', 'kind', 'realization', 'critical', 'question', 'need', 'asked', 'going', 'experience', 'people', 'find', 'meaningful', 'people', 'find', 'unique', 'important', 'life']"
2855,"['take', 'advantage', 'unique', 'capability', 'blockchain', 'provides']"
2856,"['point', 'cannot', 'deter', 'blockchain', 'thing']"
2857,"['mean', 'everything', 'need', 'become', 'blockchain']"
2858,"['think', 'definitely', 'right', 'path', 'journey', 'many', 'year', 'journey', 'opinion', 'going', 'slowly', 'slowly', 'discover', 'really', 'type', 'application', 'value', 'proposition', 'deliver', 'value', 'people', 'life', 'also', 'take', 'unique', 'advantage', 'infrastructure']"
2859,"['totally', 'agree']"
2860,"['know', 'start', 'wind', 'episode', 'know', 'wanna', 'wanna', 'turn', 'looking', 'back', 'looking', 'ahead']"
2861,"['look', 'ahead', 'twenty', 'twenty', 'clear', 'hype', 'cycle', 'boiling', 'right', 'clear', 'everyone', 'mother', 'trying', 'company']"
2862,"['heck', 'even', 'meta', 'platform', 'know', 'china']"
2863,"['search', 'platform', 'china', 'autonomous', 'vehicle']"
2864,"['meta', 'platform']"
2865,"['know', 'look', 'ahead', 'know', 'prediction', 'meta', 'twenty', 'twenty', 'couple', 'prediction', 'outstanding']"
2866,"['well', 'know', 'think', 'gotta', 'careful', 'prediction']"
2867,"['like', 'making', 'kind', 'decade', 'long', 'prediction']"
2869,"['push', 'wall', 'wanna', 'wanna', 'talk', 'twenty', 'twenty', 'think', 'biggest', 'prediction', 'amount', 'capital', 'invested', 'related', 'company', 'venture', 'think', 'going', 'least', 'today']"
2870,"['surprised', 'talking', 'multi', 'billion', 'dollar', 'investment', 'startup', 'private', 'company']"
2871,"['also', 'believe', 'maybe', 'kind', 'prediction', 'number', 'meta', 'going', 'something', 'almost', 'almost', 'every', 'fortune', 'five', 'hundred', 'company', 'especially', 'consumer', 'landscape', 'also', 'enterprise', 'software', 'potentially', 'industry', 'every', 'almost', 'every', 'fortune', 'five', 'hundred', 'going', 'talk', 'conversation', 'conversation', 'strategy', 'meta', 'mean', 'think', 'looking', 'hundred', 'nineteen', 'reference', 'public', 'company', 'ceo', 'earning', 'call', 'outlined']"
2872,['think']
2873,"['probably', 'gonna', 'grow', 'anywhere', 'twenty', 'next', 'year']"
2874,"['couple', 'thing', 'believe', 'gonna', 'happen']"
2875,['absolutely']
2877,"['know', 'point', 'facebook', 'alone', 'gonna', 'spend', 'billion', 'dollar', 'know', 'broadly', 'horizon', 'associated', 'technology', 'know', 'gonna', 'directly', 'know', 'lot', 'money', 'pouring']"
2878,"['heard', 'microsoft', 'outline', 'plan']"
2879,"['kinda', 'tie', 'prediction']"
2880,"['know', 'company', 'heard']"
2881,"['around', 'meta', 'plan']"
2882,"['think', 'stand', 'apple', 'google']"
2883,"['think', 'twenty', 'twenty', 'gonna', 'concrete', 'plan', 'apple', 'google', 'around', 'meta', 'strategy']"
2884,"['know', 'think', 'apple', 'gone', 'lot', 'different', 'avenue', 'business', 'especially', 'store', 'distribution', 'know', 'talked', 'length', 'another', 'podcast', 'podcasts', 'everywhere', 'know', 'recently', 'podcast', 'game', 'maker', 'check']"
2885,"['fantastic', 'conversation', 'talked', 'store', 'distribution', 'thing', 'like', 'know', 'looked', 'back', 'kinda', 'together', 'head', 'know', 'epic', 'game', 'fighting', 'apple', 'distribution', 'meta', 'coming', 'wanna', 'control', 'distribution', 'ahead', 'meta']"
2886,['increased']
2887,"['important', 'apple', 'apple', 'remain', 'relevant', 'meta', 'distribution', 'platform', 'strategy', 'around', 'goggles']"
2888,"['know', 'rumor', 'device', 'coming', 'application', 'take', 'advantage']"
2889,"['clear', 'gonna', 'sort', 'meta', 'play', 'around']"
2890,"['think', 'apple', 'going', 'know', 'foundation', 'apple', 'meta', 'strategy', 'think', 'quite', 'interesting']"
2891,"['also', 'think', 'google', 'know', 'report', 'recently', 'restructured', 'thing', 'internally', 'kind', 'asset', 'together', 'kind', 'meta', 'team']"
2892,"['basically', 'happen', 'facebook', 'started', 'talking', 'rebranded', 'company']"
2893,"['think', 'something', 'similar', 'gonna', 'happen', 'gonna', 'know', 'streamlined', 'coherent', 'strategy', 'like', 'heard', 'facebook', 'meta']"
2894,"['like', 'heard', 'microsoft']"
2895,"['public', 'company', 'angle']"
2896,"['something', 'watching']"
2897,"['thing', 'watching', 'know', 'mentioned', 'number', 'mention', 'meta', 'irreversible', 'surge', 'extreme', 'amount']"
2898,"['think', 'point', 'start', 'trough', 'call', 'come', 'play']"
2899,"['mentioned', 'hype', 'cycle', 'blowing']"
2900,"['everyone', 'getting', 'pool']"
2901,"['know', 'every', 'everyone', 'rushing', 'claim', 'ride', 'wave', 'right', 'place']"
2902,"['everyone', 'talking', 'meta', 'facebook']"
2903,"['think', 'year', 'people', 'gonna', 'look', 'back', 'like', 'much', 'changed']"
2904,"['much', 'hype', 'gonna', 'back', 'kind', 'development', 'focus', 'underlying', 'technology', 'development', 'know', 'craig', 'told', 'right', 'first', 'inning']"
2905,"['anywhere', 'close', 'done', 'building', 'stuff']"
2906,"['know', 'think', 'important', 'thing', 'people', 'need', 'understand', 'hype', 'cycle', 'inevitably']"
2907,"['interesting', 'thing', 'going']"
2908,"['still', 'long', 'realize', 'true', 'vision', 'meta', 'going']"
2909,"['look', 'trough', 'whether']"
2910,"['think', 'sometime', 'next', 'year', 'maybe', 'twenty', 'twenty', 'three', 'lockdown', 'down', 'people', 'back', 'using', 'service', 'even']"
2911,"['know', 'whatever', 'definitely', 'phase', 'start', 'kinda', 'question', 'give']"
2912,"['think', 'time', 'know', 'investor', 'whereas', 'people', 'interested']"
2913,"['looking', 'start', 'company', 'space']"
2914,"['get', 'interesting']"
2915,"['everyone', 'pulling', 'everyone', 'taking', 'starting']"
2916,"['gonna', 'next', 'thing', 'get', 'interesting', 'really', 'start', 'groundwork', 'real', 'success', 'road']"
2917,"['absolutely', 'agree']"
2918,"['excited', 'point', 'time', 'next', 'year', 'prediction', 'correct', 'think', 'high', 'probability']"
2919,"['excited', 'point', 'time', 'hype', 'slower', 'hype', 'smaller', 'real', 'builder', 'remain', 'excited', 'possibility', 'meta', 'going']"
2920,"['think', 'natural']"
2921,"['think', 'natural']"
2922,"['seen', 'every', 'time']"
2923,"['seen', 'internet']"
2924,"['seen', 'commerce']"
2925,"['seen', 'social', 'medium']"
2926,"['know', 'remember', 'social', 'local', 'mobile']"
2927,"['right', 'mean', 'right', 'social', 'medium', 'mobile', 'occasional', 'hype']"
2928,"['think', 'living', 'world', 'point', 'time', 'amount', 'hyped', 'word', 'terminology', 'never', 'greater']"
2929,"['think', 'year', 'word', 'could', 'meta', 'crypto', 'defy']"
2930,"['mean', 'really', 'anything', 'go', 'moment']"
2931,"['think', 'important', 'ultimately', 'back', 'focus', 'fundamental', 'incredibly', 'exciting', 'back', 'focus', 'building', 'application', 'service', 'experience', 'real', 'people', 'resonate', 'love']"
2932,"['ultimately', 'building', 'thing', 'also', 'becoming', 'great', 'value', 'humanity', 'great', 'financial', 'value', 'builder', 'community']"
2933,"['definitely', 'financial', 'centralization', 'internet', 'exciting', 'provide', 'opportunity']"
2934,"['know', 'introduce', 'opportunity', 'immerse', 'ourself', 'virtual', 'world', 'avatar', 'really', 'inspiring']"
2935,"['early', 'day', 'evolution', 'next', 'iteration', 'internet']"
2936,"['really', 'really', 'exciting']"
2937,"['exciting', 'time']"
2938,"['know', 'wrap', 'twenty', 'twenty', 'twenty', 'twenty', 'even', 'deeper', 'meta']"
2939,"['welcome', 'metaverse']"
2940,"['meta', 'emerging', 'next', 'technology', 'platform', 'attracting', 'online', 'game', 'maker', 'social', 'network', 'plenty', 'investment']"
2941,"['share', 'lot', 'hype', 'surrounding', 'meta', 'also', 'lot', 'substance', 'development', 'exciting', 'trend']"
2942,"['podcast', 'series', 'meta', 'brought', 'bloomberg', 'intelligence']"
2943,"['break', 'biggest', 'development', 'bring', 'interesting', 'mind', 'building', 'investing', 'experiencing']"
2944,['everyone']
2945,"['founder', 'super', 'social', 'whitney', 'matthew', 'host', 'amazing', 'podcast']"
2946,"['kicking', 'twenty', 'twenty']"
2947,"['kickoff', 'year', 'many', 'thing', 'interesting', 'thing', 'share']"
2948,"['first', 'like', 'start', 'twenty', 'twenty', 'defining', 'year', 'covered', 'last', 'episode', 'twenty', 'twenty']"
2949,"['talk', 'defining', 'moment', 'twenty', 'twenty']"
2950,"['first', 'roblox', 'becoming', 'publicly', 'traded', 'company', 'second', 'facebook', 'changing', 'corporate', 'brand', 'name', 'meta']"
2951,"['listener', 'wanna', 'circle', 'back', 'important', 'question']"
2952,"['make', 'sure', 'starting', 'place', 'twenty', 'twenty']"
2953,"['covered', 'twenty', 'twenty', 'forecast', 'meta', 'device']"
2954,"['probably', 'heard', 'matthew', 'talk']"
2955,"['probably', 'seen', 'tweeting']"
2956,"['meta', 'device']"
2957,"['something', 'going', 'access', 'mobile', 'phone']"
2958,"['something', 'going', 'access', 'glass', 'autonomous', 'vehicle', 'tesla', 'someone', 'else']"
2959,"['next', 'iteration', 'internet', 'inspired', 'thought', 'leader', 'like', 'team', 'sweeney', 'dave', 'suzuki', 'matthew', 'ball', 'talking', 'past', 'year']"
2960,"['finally', 'rest', 'world', 'picking', 'joining', 'evolution', 'internet']"
2961,"['believe', 'meta', 'really', 'going', 'real', 'time', 'three', 'persistent', 'large', 'scale', 'virtual', 'world', 'environment', 'people', 'going', 'spend', 'enormous', 'amount', 'time', 'many', 'thing', 'like', 'playing', 'working', 'learning', 'entertaining', 'thing', 'always', 'thought', 'real', 'life']"
2962,"['excited', 'evolution', 'especially', 'world', 'remote', 'distributed', 'work', 'distributed', 'life']"
2963,"['feel', 'decade', 'going', 'phenomenal', 'term', 'built', 'going', 'manifest', 'life', 'identity', 'little', 'avatar', 'roaming', 'sort', 'virtual', 'world']"
2964,"['centralized', 'decentralized', 'gonna', 'talk', 'well', 'twenty', 'twenty']"
2965,['matthew']
2966,"['great', 'start', 'year', 'excited', 'kick', 'amazing', 'year', 'podcast']"
2967,['absolutely']
2968,"['quite', 'exciting', 'twenty', 'twenty', 'think', 'exciting', 'thing', 'twenty', 'twenty']"
2969,"['also', 'thing']"
2970,"['actually', 'cautious', 'twenty', 'twenty', 'term', 'every', 'technology', 'platform', 'development', 'go', 'quote', 'unquote', 'twenty', 'hype', 'cycle', 'famous', 'laying']"
2971,"['wave', 'excitement', 'usually', 'early']"
2972,"['everyone', 'come', 'rushing', 'gate', 'realize', 'long', 'call', 'trough']"
2973,"['trough', 'kind', 'reset', 'expectation', 'really', 'start', 'building', 'future']"
2974,"['mean', 'think']"
2975,"['smartphones', 'able', 'computer', 'pocket']"
2976,"['know', 'pictured', 'rumored', 'decade', 'became', 'reality']"
2977,"['exciting', 'interesting', 'believe', 'next', 'platform']"
2978,"['next', 'platform', 'tomorrow']"
2979,"['next', 'platform', 'decade', 'really', 'important', 'stay', 'grounded']"
2980,"['want', 'kind', 'know', 'much', 'excited', 'also', 'trying', 'temper', 'expectation', 'great', 'thing', 'happened', 'twenty', 'twenty', 'shifted', 'expectation', 'excitement', 'feeling', 'like', 'talking', 'echo', 'chamber', 'trying', 'people', 'listen', 'meta', 'important']"
2981,"['trying', 'walk', 'people', 'back', 'level', 'expectation']"
2982,"['quite', 'different', 'tone']"
2983,['think']
2984,['also']
2985,"['looking', 'long', 'view', 'playing', 'long', 'game', 'think', 'people', 'need', 'shift', 'focus', 'stay', 'aligned', 'going']"
2986,['love']
2987,"['agree', 'think', 'almost', 'like', 'twenty', 'twenty', 'year', 'meta', 'arrived', 'concept', 'something', 'everyone', 'recognize', 'recognized', 'going', 'important', 'part', 'future']"
2988,"['twenty', 'twenty', 'beyond', 'going', 'journey', 'really', 'realizing', 'manifesting', 'desire', 'meta', 'could', 'going', 'journey']"
2989,"['think', 'audience', 'listen', 'carefully', 'matthew', 'said', 'going', 'sprint']"
2990,"['going', 'long', 'marathon', 'definitely', 'wanna', 'many', 'many', 'sprint', 'marathon', 'going', 'quite', 'natural', 'assume', 'going', 'down', 'term', 'meta', 'see', 'evolving']"
2991,"['gonna', 'great', 'innovation']"
2992,"['gonna', 'bunch', 'disappointment']"
2993,"['ultimately', 'matthew', 'point', 'agree']"
2994,"['journey', 'kind', 'buckle', 'going']"
2995,['absolutely']
2996,"['came', 'know', 'right', 'heart', 'consumer', 'electronic', 'show']"
2997,['year']
2998,"['year', 'since', 'gone', 'person']"
2999,"['last', 'trip', 'ever', 'took', 'pandemic', 'twenty', 'twenty']"
3000,"['usually', 'quite', 'event', 'nvidia', 'always', 'announces', 'great', 'thing', 'talked', 'nvidia', 'podcast', 'meta', 'leader', 'omni', 'strategy']"
3001,"['make', 'interesting', 'announcement', 'omni', 'platform']"
3002,"['think', 'important', 'thing', 'came', 'really', 'positioning', 'player', 'underlying', 'software', 'stack', 'meta', 'opening', 'omni', 'versus', 'free', 'software', 'suite', 'creator', 'three', 'developer', 'three', 'designer', 'think', 'really', 'gonna', 'help', 'take', 'next', 'step', 'really', 'alongside', 'epic', 'game', 'unreal', 'engine', 'unity', 'roblox', 'alternative', 'know', 'especially', 'think', 'ingrained', 'gamers', 'game', 'developer', 'also', 'green', 'streamer', 'creator', 'know', 'people', 'going', 'creator', 'economy']"
3003,"['really', 'think', 'gonna', 'really', 'strong', 'position', 'software', 'stack', 'player', 'going', 'forward']"
3004,"['always', 'open', 'software', 'opening', 'platform', 'letting', 'creative', 'people', 'think', 'perfectly', 'right', 'right']"
3006,"['know', 'think', 'touched', 'really', 'great', 'point', 'term', 'opening', 'platform', 'think', 'know', 'team', 'sweeney', 'obviously', 'vocal', 'fact', 'universe', 'really', 'emerge', 'realized', 'cannot', 'similar', 'evolution', 'like', 'happened', 'know', 'social', 'medium', 'social', 'platform', 'past', 'decade', 'every', 'platform', 'ecosystem', 'close', 'chamber', 'connect', 'another']"
3007,"['think', 'everyone', 'vision', 'think', 'aligns', 'team', 'sweeney', 'proposing', 'connectivity', 'interoperability', 'across', 'platform']"
3008,"['think', 'take', 'really', 'interesting', 'point', 'view', 'meta', 'really', 'become', 'realize', 'potential', 'total', 'addressable', 'market', 'trillion', 'really', 'gonna', 'platform', 'different', 'environment', 'facebook', 'meta', 'roblox', 'epic', 'unity', 'happens', 'blockchain', 'thing', 'connect', 'together']"
3009,"['know', 'think', 'matthew', 'share', 'vision', 'world']"
3011,"['journey', 'actually', 'happens', 'platform', 'building', 'echo', 'chamber', 'comfortable']"
3012,['well']
3013,"['mean', 'look', 'roblox', 'extremely', 'well']"
3014,"['tell', 'also', 'developer', 'experience', 'much', 'excited', 'bullish', 'world', 'much', 'collaborative', 'open']"
3015,"['together', 'know', 'saying']"
3016,"['wanna', 'fast', 'alone']"
3017,"['want', 'together']"
3018,"['think', 'together', 'meta', 'much', 'greater', 'potential', 'human', 'elevation', 'platform', 'provide']"
3019,"['totally', 'agree', 'think', 'also', 'really', 'important', 'time', 'make', 'claim', 'make']"
3021,"['time', 'clearly', 'company', 'existing', 'social', 'platform', 'like', 'facebook', 'meta', 'platform', 'trying', 'know', 'push', 'vision', 'meta', 'closed', 'system', 'retain', 'walled', 'garden', 'content', 'fortress', 'keep', 'people', 'within', 'ecosystem']"
3022,"['think', 'really', 'important', 'consumer', 'developer', 'investor', 'think', 'come', 'walled', 'garden', 'done', 'internet', 'economy', 'second', 'iteration', 'iteration', 'three', 'really', 'want', 'want', 'vision', 'walled', 'garden']"
3023,"['mean', 'insanely', 'profitable', 'become', 'walled', 'garden', 'really', 'want', 'know', 'internet', 'look', 'like', 'want']"
3024,"['know', 'proponent', 'well', 'open', 'connectivity', 'internet', 'really', 'know', 'enabling', 'creator', 'really', 'think', 'know']"
3025,"['go', 'back', 'talked', 'yeast', 'episode', 'episode', 'several', 'episode', 'consumer', 'vote', 'foot']"
3026,"['think', 'consumer', 'getting', 'walled', 'garden', 'getting', 'know', 'network', 'force', 'content']"
3027,"['think', 'meta', 'user', 'generated', 'content', 'technology', 'really', 'coming', 'together', 'giving', 'express', 'find', 'content', 'create', 'engage', 'thing', 'want']"
3028,"['think', 'gonna', 'nature', 'force', 'kinda', 'activity', 'help', 'break', 'walled', 'garden']"
3029,"['least', 'hope', 'know', 'think', 'need', 'next', 'iteration', 'internet', 'make', 'know', 'better', 'place']"
3030,"['think', 'ultimately', 'evolution', 'internet', 'talking']"
3031,"['also', 'human', 'expression']"
3032,"['human', 'connection']"
3033,"['right', 'think', 'meta', 'talk', 'three', 'real', 'time', 'massive', 'large', 'scale', 'environment', 'talking', 'manifesting', 'personality', 'aspiration', 'length', 'avatar']"
3035,"['talked', 'last', 'year', 'matthew', 'people', 'real', 'life', 'multiple', 'identity', 'avatar']"
3036,"['think', 'putting', 'avatar', 'place', 'represent', 'aspiration', 'creativity', 'playing', 'game', 'watching', 'concert', 'going', 'movie', 'date', 'night', 'collaborating', 'piece', 'work']"
3037,"['thing', 'going', 'powerful', 'platform', 'connect', 'another']"
3038,"['know', 'happy', 'continue', 'proponent', 'open', 'meta', 'much', 'line']"
3039,"['really', 'amazing', 'people', 'entrepreneur', 'builder', 'envisioning', 'well']"
3040,"['think', 'future', 'people', 'able', 'much', 'internet', 'future', 'today']"
3041,"['excited', 'also', 'know', 'alluding', 'know', 'human', 'connectivity', 'hugely', 'important', 'know', 'know', 'world', 'back', 'know', 'quote', 'unquote', 'normal']"
3042,"['know', 'hong', 'kong']"
3043,"['today', 'going', 'back', 'lockdown', 'know', 'year']"
3044,"['know', 'know', 'normalcy', 'return', 'know', 'looking', 'way', 'interact', 'others', 'remotely', 'digitally']"
3045,"['meta', 'really', 'interesting', 'concept', 'enable', 'connection', 'wherever']"
3046,"['also', 'screen']"
3047,"['also', 'physical', 'real', 'world', 'know', 'aided', 'enabled', 'real', 'time', 'three']"
3049,"['think', 'super', 'promising', 'particularly', 'creator', 'economy', 'know', 'make', 'physical', 'concert']"
3050,"['talked', 'virtual', 'make', 'physical', 'concert', 'engaging', 'streamer', 'know', 'better', 'engage', 'follower', 'twitch', 'follower', 'youtube', 'create', 'engaging', 'class', 'form', 'really', 'monetize', 'brand', 'know', 'build', 'connection', 'deeply']"
3051,"['think', 'know', 'something', 'craig', 'roblox', 'talked', 'virtual', 'concert', 'think', 'applicable', 'know', 'many', 'different', 'thing', 'every', 'seat', 'becomes', 'ticket']"
3052,"['think', 'hugely', 'important', 'concept', 'thinking', 'human', 'connection', 'sitting', 'hundred', 'row', 'deep', 'arena']"
