,sentences
2973,"['t', 'r', 'o', 'u', 'g', 'h', ' ', 'k', 'i', 'n', 'd', ' ', 'r', 'e', 's', 'e', 't', ' ', 'e', 'x', 'p', 'e', 'c', 't', 'a', 't', 'i', 'o', 'n', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 's', 't', 'a', 'r', 't', ' ', 'b', 'u', 'i', 'l', 'd', 'i', 'n', 'g', ' ', 'f', 'u', 't', 'u', 'r', 'e']"
2974,"['m', 'e', 'a', 'n', ' ', 't', 'h', 'i', 'n', 'k']"
2975,"['s', 'm', 'a', 'r', 't', 'p', 'h', 'o', 'n', 'e', 's', ' ', 'a', 'b', 'l', 'e', ' ', 'c', 'o', 'm', 'p', 'u', 't', 'e', 'r', ' ', 'p', 'o', 'c', 'k', 'e', 't']"
2976,"['k', 'n', 'o', 'w', ' ', 'p', 'i', 'c', 't', 'u', 'r', 'e', 'd', ' ', 'r', 'u', 'm', 'o', 'r', 'e', 'd', ' ', 'd', 'e', 'c', 'a', 'd', 'e', 's', ' ', 'b', 'e', 'c', 'a', 'm', 'e', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y']"
2977,"['e', 'x', 'c', 'i', 't', 'i', 'n', 'g', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'b', 'e', 'l', 'i', 'e', 'v', 'e', ' ', 'n', 'e', 'x', 't', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm']"
2978,"['n', 'e', 'x', 't', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w']"
2979,"['n', 'e', 'x', 't', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'd', 'e', 'c', 'a', 'd', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 's', 't', 'a', 'y', ' ', 'g', 'r', 'o', 'u', 'n', 'd', 'e', 'd']"
2980,"['w', 'a', 'n', 't', ' ', 'k', 'i', 'n', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'u', 'c', 'h', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 'a', 'l', 's', 'o', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 't', 'e', 'm', 'p', 'e', 'r', ' ', 'e', 'x', 'p', 'e', 'c', 't', 'a', 't', 'i', 'o', 'n', 's', ' ', 'g', 'r', 'e', 'a', 't', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 's', 'h', 'i', 'f', 't', 'e', 'd', ' ', 'e', 'x', 'p', 'e', 'c', 't', 'a', 't', 'i', 'o', 'n', 's', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'm', 'e', 'n', 't', ' ', 'f', 'e', 'e', 'l', 'i', 'n', 'g', ' ', 'l', 'i', 'k', 'e', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'e', 'c', 'h', 'o', ' ', 'c', 'h', 'a', 'm', 'b', 'e', 'r', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'l', 'i', 's', 't', 'e', 'n', ' ', 'm', 'e', 't', 'a', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't']"
2981,"['t', 'r', 'y', 'i', 'n', 'g', ' ', 'w', 'a', 'l', 'k', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'b', 'a', 'c', 'k', ' ', 'l', 'e', 'v', 'e', 'l', ' ', 'e', 'x', 'p', 'e', 'c', 't', 'a', 't', 'i', 'o', 'n', 's']"
2982,"['q', 'u', 'i', 't', 'e', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 't', 'o', 'n', 'e']"
2983,"['t', 'h', 'i', 'n', 'k']"
2984,"['a', 'l', 's', 'o']"
2985,"['l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'l', 'o', 'n', 'g', ' ', 'v', 'i', 'e', 'w', ' ', 'p', 'l', 'a', 'y', 'i', 'n', 'g', ' ', 'l', 'o', 'n', 'g', ' ', 'g', 'a', 'm', 'e', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'n', 'e', 'e', 'd', ' ', 's', 'h', 'i', 'f', 't', ' ', 'f', 'o', 'c', 'u', 's', ' ', 's', 't', 'a', 'y', ' ', 'a', 'l', 'i', 'g', 'n', 'e', 'd', ' ', 'g', 'o', 'i', 'n', 'g']"
2986,"['l', 'o', 'v', 'e']"
2987,"['a', 'g', 'r', 'e', 'e', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'a', 'l', 'm', 'o', 's', 't', ' ', 'l', 'i', 'k', 'e', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'y', 'e', 'a', 'r', ' ', 'm', 'e', 't', 'a', ' ', 'a', 'r', 'r', 'i', 'v', 'e', 'd', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', ' ', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 'z', 'e', ' ', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 'z', 'e', 'd', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'p', 'a', 'r', 't', ' ', 'f', 'u', 't', 'u', 'r', 'e']"
2988,"['t', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 'b', 'e', 'y', 'o', 'n', 'd', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'j', 'o', 'u', 'r', 'n', 'e', 'y', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'r', 'e', 'a', 'l', 'i', 'z', 'i', 'n', 'g', ' ', 'm', 'a', 'n', 'i', 'f', 'e', 's', 't', 'i', 'n', 'g', ' ', 'd', 'e', 's', 'i', 'r', 'e', 's', ' ', 'm', 'e', 't', 'a', ' ', 'c', 'o', 'u', 'l', 'd', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'j', 'o', 'u', 'r', 'n', 'e', 'y']"
2989,"['t', 'h', 'i', 'n', 'k', ' ', 'a', 'u', 'd', 'i', 'e', 'n', 'c', 'e', ' ', 'l', 'i', 's', 't', 'e', 'n', ' ', 'c', 'a', 'r', 'e', 'f', 'u', 'l', 'l', 'y', ' ', 'm', 'a', 't', 't', 'h', 'e', 'w', ' ', 's', 'a', 'i', 'd', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 's', 'p', 'r', 'i', 'n', 't']"
2990,"['g', 'o', 'i', 'n', 'g', ' ', 'l', 'o', 'n', 'g', ' ', 'm', 'a', 'r', 'a', 't', 'h', 'o', 'n', ' ', 'd', 'e', 'f', 'i', 'n', 'i', 't', 'e', 'l', 'y', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 'm', 'a', 'n', 'y', ' ', 'm', 'a', 'n', 'y', ' ', 's', 'p', 'r', 'i', 'n', 't', 's', ' ', 'm', 'a', 'r', 'a', 't', 'h', 'o', 'n', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'q', 'u', 'i', 't', 'e', ' ', 'n', 'a', 't', 'u', 'r', 'a', 'l', ' ', 'a', 's', 's', 'u', 'm', 'e', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'd', 'o', 'w', 'n', 's', ' ', 't', 'e', 'r', 'm', 's', ' ', 'm', 'e', 't', 'a', ' ', 's', 'e', 'e', 's', ' ', 'e', 'v', 'o', 'l', 'v', 'i', 'n', 'g']"
2991,"['g', 'o', 'n', 'n', 'a', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'i', 'n', 'n', 'o', 'v', 'a', 't', 'i', 'o', 'n']"
2992,"['g', 'o', 'n', 'n', 'a', ' ', 'b', 'u', 'n', 'c', 'h', ' ', 'd', 'i', 's', 'a', 'p', 'p', 'o', 'i', 'n', 't', 'm', 'e', 'n', 't']"
2993,"['u', 'l', 't', 'i', 'm', 'a', 't', 'e', 'l', 'y', ' ', 'm', 'a', 't', 't', 'h', 'e', 'w', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'a', 'g', 'r', 'e', 'e']"
2994,"['j', 'o', 'u', 'r', 'n', 'e', 'y', ' ', 'k', 'i', 'n', 'd', ' ', 'b', 'u', 'c', 'k', 'l', 'e', ' ', 'g', 'o', 'i', 'n', 'g']"
2995,"['a', 'b', 's', 'o', 'l', 'u', 't', 'e', 'l', 'y']"
2996,"['c', 'a', 'm', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'h', 'e', 'a', 'r', 't', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'e', 'l', 'e', 'c', 't', 'r', 'o', 'n', 'i', 'c', ' ', 's', 'h', 'o', 'w']"
2997,"['y', 'e', 'a', 'r']"
2998,"['y', 'e', 'a', 'r', 's', ' ', 's', 'i', 'n', 'c', 'e', ' ', 'g', 'o', 'n', 'e', ' ', 'p', 'e', 'r', 's', 'o', 'n']"
2999,"['l', 'a', 's', 't', ' ', 't', 'r', 'i', 'p', ' ', 'e', 'v', 'e', 'r', ' ', 't', 'o', 'o', 'k', ' ', 'p', 'a', 'n', 'd', 'e', 'm', 'i', 'c', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'w', 'e', 'n', 't', 'y']"
3000,"['u', 's', 'u', 'a', 'l', 'l', 'y', ' ', 'q', 'u', 'i', 't', 'e', ' ', 'e', 'v', 'e', 'n', 't', ' ', 'n', 'v', 'i', 'd', 'i', 'a', ' ', 'a', 'l', 'w', 'a', 'y', 's', ' ', 'a', 'n', 'n', 'o', 'u', 'n', 'c', 'e', 's', ' ', 'g', 'r', 'e', 'a', 't', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 't', 'a', 'l', 'k', 'e', 'd', ' ', 'n', 'v', 'i', 'd', 'i', 'a', ' ', 'p', 'o', 'd', 'c', 'a', 's', 't', ' ', 'm', 'e', 't', 'a', ' ', 'l', 'e', 'a', 'd', 'e', 'r', ' ', 'o', 'm', 'n', 'i', ' ', 's', 't', 'r', 'a', 't', 'e', 'g', 'y']"
3001,"['m', 'a', 'k', 'e', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'a', 'n', 'n', 'o', 'u', 'n', 'c', 'e', 'm', 'e', 'n', 't', 's', ' ', 'o', 'm', 'n', 'i', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm']"
3002,"['t', 'h', 'i', 'n', 'k', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'c', 'a', 'm', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'p', 'o', 's', 'i', 't', 'i', 'o', 'n', 'i', 'n', 'g', ' ', 'p', 'l', 'a', 'y', 'e', 'r', ' ', 'u', 'n', 'd', 'e', 'r', 'l', 'y', 'i', 'n', 'g', ' ', 's', 'o', 'f', 't', 'w', 'a', 'r', 'e', ' ', 's', 't', 'a', 'c', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'o', 'p', 'e', 'n', 'i', 'n', 'g', ' ', 'o', 'm', 'n', 'i', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 'f', 'r', 'e', 'e', ' ', 's', 'o', 'f', 't', 'w', 'a', 'r', 'e', ' ', 's', 'u', 'i', 't', 'e', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', 's', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'e', 'r', 's', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'd', 'e', 's', 'i', 'g', 'n', 'e', 'r', 's', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'h', 'e', 'l', 'p', ' ', 't', 'a', 'k', 'e', ' ', 'n', 'e', 'x', 't', ' ', 's', 't', 'e', 'p', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'a', 'l', 'o', 'n', 'g', 's', 'i', 'd', 'e', ' ', 'e', 'p', 'i', 'c', ' ', 'g', 'a', 'm', 'e', 's', ' ', 'u', 'n', 'r', 'e', 'a', 'l', ' ', 'e', 'n', 'g', 'i', 'n', 'e', ' ', 'u', 'n', 'i', 't', 'y', ' ', 'r', 'o', 'b', 'l', 'o', 'x', ' ', 'a', 'l', 't', 'e', 'r', 'n', 'a', 't', 'i', 'v', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'e', 's', 'p', 'e', 'c', 'i', 'a', 'l', 'l', 'y', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'i', 'n', 'g', 'r', 'a', 'i', 'n', 'e', 'd', ' ', 'g', 'a', 'm', 'e', 'r', 's', ' ', 'g', 'a', 'm', 'e', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'e', 'r', 's', ' ', 'a', 'l', 's', 'o', ' ', 'g', 'r', 'e', 'e', 'n', ' ', 's', 't', 'r', 'e', 'a', 'm', 'e', 'r', 's', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'y']"
3003,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 's', 't', 'r', 'o', 'n', 'g', ' ', 'p', 'o', 's', 'i', 't', 'i', 'o', 'n', ' ', 's', 'o', 'f', 't', 'w', 'a', 'r', 'e', ' ', 's', 't', 'a', 'c', 'k', ' ', 'p', 'l', 'a', 'y', 'e', 'r', 's', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'f', 'o', 'r', 'w', 'a', 'r', 'd']"
3004,"['a', 'l', 'w', 'a', 'y', 's', ' ', 'o', 'p', 'e', 'n', ' ', 's', 'o', 'f', 't', 'w', 'a', 'r', 'e', ' ', 'o', 'p', 'e', 'n', 'i', 'n', 'g', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'l', 'e', 't', 't', 'i', 'n', 'g', ' ', 'c', 'r', 'e', 'a', 't', 'i', 'v', 'e', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'p', 'e', 'r', 'f', 'e', 'c', 't', 'l', 'y', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'r', 'i', 'g', 'h', 't']"
3006,"['k', 'n', 'o', 'w', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'o', 'u', 'c', 'h', 'e', 'd', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'p', 'o', 'i', 'n', 't', ' ', 't', 'e', 'r', 'm', 's', ' ', 'o', 'p', 'e', 'n', 'i', 'n', 'g', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'e', 'a', 'm', ' ', 's', 'w', 'e', 'e', 'n', 'e', 'y', ' ', 'o', 'b', 'v', 'i', 'o', 'u', 's', 'l', 'y', ' ', 'v', 'o', 'c', 'a', 'l', ' ', 'f', 'a', 'c', 't', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'e', 'm', 'e', 'r', 'g', 'e', ' ', 'r', 'e', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'c', 'a', 'n', 'n', 'o', 't', ' ', 's', 'i', 'm', 'i', 'l', 'a', 'r', ' ', 'e', 'v', 'o', 'l', 'u', 't', 'i', 'o', 'n', ' ', 'l', 'i', 'k', 'e', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 'e', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'm', 'e', 'd', 'i', 'a', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'p', 'a', 's', 't', ' ', 'd', 'e', 'c', 'a', 'd', 'e', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'e', 'c', 'o', 's', 'y', 's', 't', 'e', 'm', ' ', 'c', 'l', 'o', 's', 'e', ' ', 'c', 'h', 'a', 'm', 'b', 'e', 'r', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', ' ', 'a', 'n', 'o', 't', 'h', 'e', 'r']"
3007,"['t', 'h', 'i', 'n', 'k', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'v', 'i', 's', 'i', 'o', 'n', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'a', 'l', 'i', 'g', 'n', 's', ' ', 't', 'e', 'a', 'm', ' ', 's', 'w', 'e', 'e', 'n', 'e', 'y', ' ', 'p', 'r', 'o', 'p', 'o', 's', 'i', 'n', 'g', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'v', 'i', 't', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'o', 'p', 'e', 'r', 'a', 'b', 'i', 'l', 'i', 't', 'y', ' ', 'a', 'c', 'r', 'o', 's', 's', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm']"
3008,"['t', 'h', 'i', 'n', 'k', ' ', 't', 'a', 'k', 'e', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'p', 'o', 'i', 'n', 't', ' ', 'v', 'i', 'e', 'w', ' ', 'm', 'e', 't', 'a', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'b', 'e', 'c', 'o', 'm', 'e', ' ', 'r', 'e', 'a', 'l', 'i', 'z', 'e', ' ', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', ' ', 't', 'o', 't', 'a', 'l', ' ', 'a', 'd', 'd', 'r', 'e', 's', 's', 'a', 'b', 'l', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't', ' ', 't', 'r', 'i', 'l', 'l', 'i', 'o', 'n', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', 's', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'e', 'n', 'v', 'i', 'r', 'o', 'n', 'm', 'e', 'n', 't', 's', ' ', 'f', 'a', 'c', 'e', 'b', 'o', 'o', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'r', 'o', 'b', 'l', 'o', 'x', ' ', 'e', 'p', 'i', 'c', ' ', 'u', 'n', 'i', 't', 'y', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 's', ' ', 'b', 'l', 'o', 'c', 'k', 'c', 'h', 'a', 'i', 'n', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r']"
3009,"['k', 'n', 'o', 'w', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'm', 'a', 't', 't', 'h', 'e', 'w', ' ', 's', 'h', 'a', 'r', 'e', ' ', 'v', 'i', 's', 'i', 'o', 'n', ' ', 'w', 'o', 'r', 'l', 'd']"
3011,"['j', 'o', 'u', 'r', 'n', 'e', 'y', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 's', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', 's', ' ', 'b', 'u', 'i', 'l', 'd', 'i', 'n', 'g', ' ', 'e', 'c', 'h', 'o', ' ', 'c', 'h', 'a', 'm', 'b', 'e', 'r', 's', ' ', 'c', 'o', 'm', 'f', 'o', 'r', 't', 'a', 'b', 'l', 'e']"
3012,"['w', 'e', 'l', 'l']"
3013,"['m', 'e', 'a', 'n', ' ', 'l', 'o', 'o', 'k', ' ', 'r', 'o', 'b', 'l', 'o', 'x', ' ', 'e', 'x', 't', 'r', 'e', 'm', 'e', 'l', 'y', ' ', 'w', 'e', 'l', 'l']"
3014,"['t', 'e', 'l', 'l', ' ', 'a', 'l', 's', 'o', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'e', 'r', ' ', 'e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', 's', ' ', 'm', 'u', 'c', 'h', ' ', 'e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 'b', 'u', 'l', 'l', 'i', 's', 'h', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'm', 'u', 'c', 'h', ' ', 'c', 'o', 'l', 'l', 'a', 'b', 'o', 'r', 'a', 't', 'i', 'v', 'e', ' ', 'o', 'p', 'e', 'n']"
3015,"['t', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'a', 'y', 'i', 'n', 'g']"
3016,"['w', 'a', 'n', 'n', 'a', ' ', 'f', 'a', 's', 't', ' ', 'a', 'l', 'o', 'n', 'e']"
3017,"['w', 'a', 'n', 't', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r']"
3018,"['t', 'h', 'i', 'n', 'k', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 'm', 'e', 't', 'a', ' ', 'm', 'u', 'c', 'h', ' ', 'g', 'r', 'e', 'a', 't', 'e', 'r', ' ', 'p', 'o', 't', 'e', 'n', 't', 'i', 'a', 'l', ' ', 'h', 'u', 'm', 'a', 'n', ' ', 'e', 'l', 'e', 'v', 'a', 't', 'i', 'o', 'n', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'p', 'r', 'o', 'v', 'i', 'd', 'e']"
3019,"['t', 'o', 't', 'a', 'l', 'l', 'y', ' ', 'a', 'g', 'r', 'e', 'e', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'a', 'l', 's', 'o', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 't', 'i', 'm', 'e', ' ', 'm', 'a', 'k', 'e', ' ', 'c', 'l', 'a', 'i', 'm', ' ', 'm', 'a', 'k', 'e']"
3021,"['t', 'i', 'm', 'e', ' ', 'c', 'l', 'e', 'a', 'r', 'l', 'y', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'e', 'x', 'i', 's', 't', 'i', 'n', 'g', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', 's', ' ', 'l', 'i', 'k', 'e', ' ', 'f', 'a', 'c', 'e', 'b', 'o', 'o', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', 's', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 'k', 'n', 'o', 'w', ' ', 'p', 'u', 's', 'h', ' ', 'v', 'i', 's', 'i', 'o', 'n', ' ', 'm', 'e', 't', 'a', ' ', 'c', 'l', 'o', 's', 'e', 'd', ' ', 's', 'y', 's', 't', 'e', 'm', ' ', 'r', 'e', 't', 'a', 'i', 'n', ' ', 'w', 'a', 'l', 'l', 'e', 'd', ' ', 'g', 'a', 'r', 'd', 'e', 'n', 's', ' ', 'c', 'o', 'n', 't', 'e', 'n', 't', ' ', 'f', 'o', 'r', 't', 'r', 'e', 's', 's', 'e', 's', ' ', 'k', 'e', 'e', 'p', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'w', 'i', 't', 'h', 'i', 'n', ' ', 'e', 'c', 'o', 's', 'y', 's', 't', 'e', 'm']"
3022,"['t', 'h', 'i', 'n', 'k', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', 's', ' ', 'd', 'e', 'v', 'e', 'l', 'o', 'p', 'e', 'r', 's', ' ', 'i', 'n', 'v', 'e', 's', 't', 'o', 'r', 's', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'c', 'o', 'm', 'e', ' ', 'w', 'a', 'l', 'l', 'e', 'd', ' ', 'g', 'a', 'r', 'd', 'e', 'n', 's', ' ', 'd', 'o', 'n', 'e', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'y', ' ', 's', 'e', 'c', 'o', 'n', 'd', ' ', 'i', 't', 'e', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'i', 't', 'e', 'r', 'a', 't', 'i', 'o', 'n', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'w', 'a', 'n', 't', ' ', 'w', 'a', 'n', 't', ' ', 'v', 'i', 's', 'i', 'o', 'n', ' ', 'w', 'a', 'l', 'l', 'e', 'd', ' ', 'g', 'a', 'r', 'd', 'e', 'n', 's']"
3023,"['m', 'e', 'a', 'n', ' ', 'i', 'n', 's', 'a', 'n', 'e', 'l', 'y', ' ', 'p', 'r', 'o', 'f', 'i', 't', 'a', 'b', 'l', 'e', ' ', 'b', 'e', 'c', 'o', 'm', 'e', ' ', 'w', 'a', 'l', 'l', 'e', 'd', ' ', 'g', 'a', 'r', 'd', 'e', 'n', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'w', 'a', 'n', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'l', 'o', 'o', 'k', ' ', 'l', 'i', 'k', 'e', ' ', 'w', 'a', 'n', 't']"
3024,"['k', 'n', 'o', 'w', ' ', 'p', 'r', 'o', 'p', 'o', 'n', 'e', 'n', 't', ' ', 'w', 'e', 'l', 'l', ' ', 'o', 'p', 'e', 'n', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'v', 'i', 't', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'k', 'n', 'o', 'w', ' ', 'e', 'n', 'a', 'b', 'l', 'i', 'n', 'g', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'k', 'n', 'o', 'w']"
