,sentences
2475,know might able build interchange stand standards piping meta need definitely tackle experience layer going outer largest layer meta
2476,really really important
2477,know know make gonna boom
2478,yeah
2480,awesome
2481,know experience layer something either tackled large organizations small teams like super social even individuals
2482,levels roadblocks alone created single people coding design kind everything
2483,think part going level playing field normal people competing largest organizations terms shell shelf space experience layer
2484,yeah
2485,totally agree
2486,know getting close know wrapping
2487,wanna give last chance know support things working mentioned crypto filings
2488,wanna questions pretty much anything else work round hill listeners watching
2489,think guys sitting ticker weed also
2490,mistaken
2491,yeah
2492,yeah
2493,sitting ticker
2494,number regulatory problems public example banks refusing custody assets even though almost point bipartisan agreement bill going pass
2495,cautiously optimistic also ticker meme launching meme stock next weeks
2496,going pretty interesting unlike current existing products going based sentiment also gonna short interest overlay
2497,trying target names talked forums also high short interest high potential squeezed even talked
2498,rebalancing fund weekly capture opportunity
2499,longer term also couple funds hopper namely digital payments commerce
2500,onwards upwards round hill
2501,congrats team
2502,know know
2503,probably listen know awesome guys
2504,remember know team grown know quite substantially last couple years successful
2505,really good
2506,still nerd
2507,still nerd nice bell ringing ceremony
2508,plane moved hong kong
2510,mario mario pitch
2511,guys think
2512,page avatar
2513,basically companies building future direct avatars
2514,could accessories items fashion brand sports
2515,think next know frontier human expression gonna avatar virtual worlds
2516,calling avatar
2517,talk
2519,believe looking projects pretty actively
2520,really quick last thing wanna touch thank much mentioning
2521,avatars jensen wang nvidia last earnings mentioned almost entire call nvidia software side
2522,omni avatars
2523,think five years could imagine software side nvidia gonna important hardware side data center gaming gpus
2524,avatars least according jensen five years present everywhere
2525,airports retail stores coffee shops kind everywhere imagine
2526,able customizable identity able tasks help facilitate brick mortar commerce greatly
2528,parts meta bridge physical virtual worlds stuff like whether alternate reality whether avatar know physically constructed
2529,exciting opportunities large part reason nvidia high weighting index fund
2530,awesome
2531,know
2532,meta virtual reality
2533,emerging
2534,burg today said take time
2535,awesome discussion
2536,great
2537,mario stefan research round hill
2538,another awesome episode meta outlook metaverse
2539,meta emerging next technology platform attracting online game makers social networks plenty investment
2540,share lots hype surrounding meta also lots substance development exciting trends
2541,podcast series meta brought bloomberg intelligence
2542,break biggest developments bring interesting minds building investing experiencing meta
2543,alright
2544,everyone
2545,welcome back podcast hosted bloomberg intelligence senior analyst matthew young founder super social
2546,last episode year would known started twenty twenty meta going become phenomena term everyone talks almost hundred twenty references four earning calls mentions publicly traded companies
2547,really phenomenal journey know inspired many thought leaders anywhere matthew bowl many many others started thought leaders space
2548,know matthew fortunate great group guests first seven episodes really proud hope audience gained insight wisdom thought provoking ideas perspective today heading
2549,excited kind recap twenty twenty
2550,podcast episode give tease look twenty twenty back episode twenty twenty matthew hell year
2551,really excited last
2552,quite year
2553,mean feel like start year know involved
2554,know know trying understand wrap head around concept meta investment implications
2555,felt like yelling echo chamber long felt like cared
2556,sudden quickly everyone cared reasons
2557,know quite trip quite shift know expectations sentiment misunderstanding misunderstanding meta
2558,definitely good time look back good time look forwards
2559,hundred percent hundred percent
2560,know phenomenal know kick podcast bring guests restarting unpack means investors private investors public investors means brands companies entrepreneurs creators mean future humanity human behavior mean different demographics kids grown elderly
2561,many things think evolving becoming extension internet many around world past twenty five thirty years
2562,matthew bringing bringing back first question seek answer every episode know started first episode
2563,definition definition meta changed evolved twenty twenty
2564,based conversations shaped definition meta
2565,think nuance able coherent define broad concept know beginning trouble using kinda talking meta qualitatively know talked mark petite epic games others like craig roadblocks even know spoke yeast
2566,right know defining meta internet enabled real time three
2567,last earnings call heard unity john talk know today percent internet enabled real time three software
2568,years thinks fifty percent meta
2569,think coherent definition meta heard kind stuck last several months even course year
2570,know think point made know alongside meta versus think particularly company tying concept meta headsets virtual reality goggles
2571,especially important individual device especially headset
2572,meta internet
2573,insanely broad definition know
2574,device agnostic
2575,access agnostic
2576,think important point know refining definition well
2577,hundred percent
2578,totally echo saying
2579,know vintage point know jumped intended
2580,year half years
2581,know started super social around twenty twenty remember fascinated piece matthew bowl wrote know person gonna build
2583,large extent laid foundations earlier thinking really realizing talking frontier think abundantly already point time year half meta going reimagine life virtual spaces
2584,incredibly profound human behavior impacted internet
2585,incredibly rewarding companies creators able build applications technology billions people interact around world
2586,think excited enter covid around march april last year course excited pandemic would excited triggered brain move direction understanding point time majority half maybe humanity population glued screens anchored inside homes includes billions young people around world school
2587,think point time became abundantly whatever meta going extension reality gonna spending life virtual spaces phones
2588,think soon gonna displays everywhere
2589,gonna displays
2590,autonomous vehicles
2591,gonna displays planes
2592,gonna displays everywhere
2593,going manifest existence life
2594,immersive virtual spaces
2595,think said talked planks podcast year evolution internet essentially next frontier human experiences internet means paradigm shift human behavior
2596,specifically think really important fact going manifest existence personalities characters aspirations desires going manifest little avatars around virtual worlds beauty even gonna identity
2597,human beings real life multiple entities universe
2598,opens many possibilities
2599,avatar personality night
2600,avatar
2601,second personality morning
2602,could probably multiple jobs
2603,think whole notion living gonna gonna
2604,gonna changing gonna matthew living living living real life talking living roblox universe inter interrupt identity running multiple virtual spaces blockchain
2605,things going change morph completely world
2606,lastly means gonna open whole ecosystem
2607,services
2608,every industry around world every industry around world gonna impacted emergence universe going rethink existence matter means think anywhere course consumer products entertainment media health financial services
2609,mean provide financial services avatar mean customer relationship management avatar someone even look real pseudo name email address
2610,wallet
2611,right things going morph change
2612,think fascinating unknown beautiful
2613,think many definition moment
2614,everyone around world starting create interpretation mean
2615,saying best predict future invent
2616,trying focus efforts super social invent create future believe
2617,believe
2618,amazing incredible companies know gonna touch upon today building underlying technology fundamental infrastructure mind blowing think built coming years grateful opportunity start tapping things
2619,know podcast
2620,absolutely
2621,quite year know look back know think think answer might obvious know maybe maybe come something different feel like since giving first
2622,know terms looking back twenty twenty defining moment meta
2623,great question
2624,know think
2625,would defining moments believe year
2626,populist defining moment would refer introduction facebook brand name meta
2627,reason believe defining moment think really took conversation strat
2628,took place technologies media outlets covering entrepreneurs creators took completely public conversation discourse trillion dollar almost company change name meta
2629,think really contributed especially public company level
2630,think public company started attention also public regards people
2631,regular people everyday consumers internet
2632,really started wait
2633,meta saying going think downside suddenly created perception facebook meta
2634,also meta something access goggles headset
2635,kind clearly saying continuing argue device something access certain device
2636,meta completely device agnostic
2637,think kind defining moment
2638,think
2639,really interesting defining moment opinion roblox
2640,think roblox going public really gene wind defining moment
2641,saying bullish roblox platform
2642,saying building whole company focused robots stage
2643,saying started terms concept year half first thought leaders roblox publicly private company four billion dollar valuation
2644,fast forward march twenty twenty roblox direct listing roblox trading sixty seventy billion market
2645,roblox essentially introduced concept consistent meta platform really unified environment build launch monetize massive large scale three game worlds also accessible generation
2646,fundamentally roblox also sort consistent meta platform
2647,also internet homepage generation users internet
2648,young people around world think point time eighty percent north american population thirteen roblox platform
2649,summarize think defining moment march april year roblox directly listing staying becoming publicly traded company everyone really starting attention matters facebook changing name couple months really created much wider discourse especially public companies wider global population
2650,obviously obvious going facebook even took second answer gonna come back roblox listing
2651,three four probably good know since took
2652,think know look roblox recent earnings report
2653,also like november stats
2654,think encouraging numbers dive roblox second deeply engagement everyone included thought would fall
2655,fall cliff would definitely normalize degree twenty twenty twenty twenty
2656,know economic reopening west pushing ahead
2657,light tunnel pandemic many markets
2658,obviously little flux right know signs saying people gonna back normal life
2659,roblox gonna negative people back
2660,encouraging actually average time spent daily active user actually kept going
2661,even even reopening people quote unquote going back normal
2662,encouraging sign seen meta becoming entrenched normal passing function able socialize physically
2663,know looked numbers november october last quarter
2664,know basically average daily active user roblox spends three entire days month platform
2665,seventy hours month
2666,amazing
2667,think many hours month much things world
2668,start think amount engagement platform sustained growing even know negative pressures talk
2669,encouraging signs seen
2670,real thing
2671,real demand virtual socialization
2673,gonna legs beyond physical need terrible pandemics pandemic
2674,part
2675,thing mention know taking back financial markets mario last episode fantastic listing united states ticker meta
2676,mean obviously benefit facebook changed name think waters moment know etfs come like
2677,know really help shift narrative really attract attention
2678,think also moment meta well know giving investors something lynch know really kind know know kinda look benchmark going forward
2679,thought also really important moment
2680,hundred percent
2681,know anecdote support said matthew remember talking friend mine earlier around january february
2682,based northeast told finally took kids
2683,kids went outside playground
2684,snowy imagine know northeast january february
2685,outside would imagine covid
2687,family outside told fifteen minutes playground kids think used seven seven told know mommy back home wanna
2688,wanna roblox
2689,conversation around people back school kids back school
2690,everything back normal
2691,gonna massive drop usage
2692,quote sort story friend really articulated gonna happen
2693,happened covid acceleration meta emerging
2694,whole generation young people millions millions millions people around world reality never going back
2695,paradigm shift already happened
2696,create better world young people manifest best ability real world merge together think meta successful connected real life making sure lose human touch human connection human identity critical human survival amplify ultimately meta know could
2697,lastly someone based columbus ohio apparently twenty forty nine know ready player
2698,happening
2699,envision future world dystopian envision future world utopia believe meta place
2700,really take really take signals companies like building sort real life universe connect activity real world
2701,think things need built together need make sure alienate ourself real life real life part humanity continue part humanity
2702,also columbus ohio also place seven hundred fifty days since ohio state michigan
2703,sorry think
2704,know
2705,know think things people trying wrap heads around know definition meta broad
2706,right internet literally everything
2707,know terms dollars
2708,really stake know market size forecast know puts eight hundred billion dollar number
2709,sweeney says could trillions
2710,matt paul said meta adverse economy could
2711,believe fifteen thirty trillion dollars twenty
2712,know
2713,decade numbers huge
2714,think know underscores scope going
2715,right
2716,goes back definition
2717,right experience anywhere close numbers
2718,experiences whether looking today years whatever know vision numbers come scope
2719,know
2720,taking concept applying different businesses talked know whether software avatars whether whether know people building experiences bringing creator economy talked used
2721,right things together collectively create value create economy
2722,gets exciting know back definition know numbers huge broad based trend movement going
2723,hundred percent
2724,think given possibilities reimagine many industries matthew around world
2725,said earlier every industry going imagining means future meta exist
2726,think respect think today people talk
2727,think bloomberg research done talking eight hundred billion
2728,think still realm opinion sort entertainment adjacent services gaming forth
2729,think talk meta really evolution internet really like going back twenty five years asking hearing people saying internet gonna
2730,gonna really check
2731,think definitely still skepticism around world
2732,natural
2733,obviously skepticism around meta talking internet
2734,okay
2735,gonna three stuff
2736,gonna matter much much subscribed world could introduce trillion trillions dollars opportunity would impact essentially almost every economic activity happening around world
2737,absolutely
2738,mean look internet every industry revolutionized internet every industry revolutionized mobile cloud
2740,thing social meta versus next tech platform gonna revolutionize industries companies interact consumers across board know exciting going everywhere
2741,dive diving know know first episode kinda primer meta know could
2742,podcasts available apple spotify bloomberg terminal know back listen kind overview gave players thought good opportunity come back take look kind know advance meta twenty twenty drive development drive towards vision
2743,obviously leaders podcast recent weeks know anyone particular come mind wanna call
2745,think happening world startups corporations definitely important highlight companies opinion building really underlying technology ideally open universe interoperability connectivity among platforms
2746,companies think worth calling terms underlying platform mind know course roblox consistent platform built generation creators generation consumers rush brands companies developers coming robust platform
2747,think games collection properties fortnite could become platform course unreal engine know arguably advanced game engine elder look recently accomplished matrix experience created really really inspiring mind boggling heading
2748,right
2749,type virtual environments available universe roam around people avatars
2750,unity making steps stored
2751,course profound game engine success mobile developers course facebook transition meta facebook reality labs microsoft nvidia think enterprise level going really important players matters
2752,microsoft also xbox interesting slowly years
2753,going connect meta first conversation
2754,video although though enterprise level
2755,believe distribution platform games cloud called force
2756,would surprised next couple years gonna hear nvidia sort consumer meta going introduce
2757,know watch
2758,think brent side definitely wanna call specifically know nike launched brand world roblox shows thinking active think definitely brands worth mentioning parallel also acquired creator studio called artifact
2759,think
2760,believe money mouth
2761,think inspiring consumer brand like nike making type investment platform like robo acquiring company
2762,think going lead follow activities consumer brands tell seeing super social
2763,absolutely agree
2764,know couple points make
2765,mentioned nvidia
2766,interesting think people still think nvidia company totally fair bulk business comes meta nvidia relevant make gpus know help meta
2767,know look software stack building
2768,look potential mentioned build consumer meta platform
2769,know hood gpus
2771,really exciting nvidia comes
2772,know also wanna know give little local flare hong kong greater china region
2773,look tencent know nothing really happens
2774,call broadly interactive entertainment space without tencent tentacles within know largest investor epic games obviously know driving investment
2775,investor roblox
2776,also initiatives internally internal game studios meta studios
2777,clearly gonna together something quite interesting
2778,know talked length opportunity virtual concerts tencent music listed affiliate
2779,subsidiary tencent
2780,already know arrival
2781,cloud village already pushing ahead virtual concerts actually much rapidly western companies already
2782,know already kind bringing meta like experiences consumers today
2783,cool things happening asia china look korea know neighbor spun
2784,know meta apps
2785,couple competing right
2786,raised money outside investors spin separately telecom investment group know basically said every investment gonna make adverse company going forward
2787,tons tons asian side well
2788,really exciting
2789,know know
2790,know focus obviously went facebook meta went tencent analyst call earnings call right name change know think analyst call need come back listen podcast understand meta versus
2791,know think game platform headset loses nuance understanding think brought table know think prolific tencent know anticipating changes consumer online entertainment interactive entertainment forefront last couple decades know gonna force reckon meta evolves
2792,know think things talked know crypto bros
2793,time dial really attention know talked convergence trends blockchain meta something questions
2794,something questions
2795,really important kind dissect know first happy follow
2796,blockchain emerging technologies people people like call three like call decentralized
2797,definition meta view technologies within meta changed twenty twenty podcast
2798,yeah
2799,think look start blockchain
2800,mind blockchain really sort financial pieces internet
2801,really gives stake ownership digital asset
2802,could inside game could piece artwork could music piece
2803,really think ultimately anything internet financial
2804,think exciting
2805,gives sense ownership give stake wealth based digital asset
2806,really really profound
2807,said mind necessarily mean
2808,think profoundly
2809,profoundly internet infrastructure
2810,today know echoing people like others saying first generation reading
2811,second generation reading writing producing content ultimately became ownership centralized platforms like know platform like facebook instagram tiktok youtube forth
2812,think moving kind third generation dubbed three really gives everyday users everyday creators ability pieces internet content create
2813,mind profound implications economy ability people create type career jobs wealth creation prospects
2814,believe sort financial centralization digital assets going connected directly believe going meta opportunities meta environments part immersive three multiplayer worlds environments gains concerts forth immersive live avatar multiple identities
2815,definitely going connected
2816,think three financial commercialization digital assets goes beyond
2817,think gonna elements directly correlated universe gonna elements
2818,think mind free third generation internet
2820,think distinct concepts moment mind
2821,really correlate leave together profound implications opportunities paradigm shift gonna human behavior
2822,totally agree thing come conversations investors
2823,know soon think blockchain think interoperability bring able bring elements avatar different experiences
2824,people whether understand zeitgeist think interoperability achievable
2825,blockchain
2826,know think important make point case
2827,right technology decision enable business
2828,business decision first interoperability talked craig roblox episode
2829,right know point today wanted enable interoperability
2830,could could without blockchain
2831,technology decision make enable could blockchain investors come platform energy blockchain like know also back yeast telling
2832,right asking wrong question first know first question interoperability good business decision platforms
2833,gonna make case right technology
2834,answer blockchain questions
2835,kinda three questions removed
2836,actually want
2837,already made assumptions valid
2838,something conversations investors know talk back cliff understand exactly going
2839,point think people kind bringing terms ideas meta quote unquote three blockchain together together tying together come together matter
2840,necessarily case
2841,exactly
2842,know think another piece love said around terms wanna build something blockchain wanna create sort inter interrupt experience ultimately especially interactive experience game
2843,needs fine
2844,needs engaging
2845,needs reason people come back quote unquote money even though money important
2846,think definitely gonna cases money gonna cases engagement gonna people care money
2847,gonna people care
2848,think totally okay
2849,long really understand building building would people care
2850,things think also profound super social time sure
2851,entities crypto blockchain provides enormous opportunities especially think user player owned economies thing asking going build takes advantage uniqueness blockchain provides
2852,question think enough people asking
2853,expect become important question technical environment possibilities mature ultimately first wave application comes life think going
2854,going kind realization critical questions needs asked going experience people find meaningful people find unique important lives
2855,take advantage unique capabilities blockchain provides
2856,point cannot deter blockchain thing
2857,mean everything needs become blockchain
2858,think definitely right path journey many years journey opinion going slowly slowly discover really type application value propositions deliver value people lives also take unique advantage infrastructure
2859,totally agree
2860,know start wind episode know wanna wanna turn looking back looking ahead
2861,look ahead twenty twenty clear hype cycle boiling right clear everyone mother trying company
2862,heck even meta platform know china
2863,search platform china autonomous vehicles
2864,meta platform
2865,know look ahead know prediction meta twenty twenty couple predictions outstanding
2866,well know think gotta careful predictions
2867,like making kind decade long predictions
2869,push wall wanna wanna talk twenty twenty think biggest prediction amount capital invested related companies ventures think going least today
2870,surprised talking multi billion dollars investments startups private companies
2871,also believe maybe kind prediction number meta going something almost almost every fortune five hundred company especially consumer landscape also enterprise software potentially industries every almost every fortune five hundred going talk conversation conversation strategy meta mean think looking hundred nineteen references public company ceos earning calls outlined
2872,think
2873,probably gonna grow anywhere twenty next year
2874,couple things believe gonna happen
2875,absolutely
2877,know point facebook alone gonna spend billion dollars know broadly horizon associated technologies know gonna directly know lots money pouring
2878,heard microsoft outline plans
2879,kinda ties prediction
2880,know companies heard
2881,around meta plans
2882,think stand apple google
2883,think twenty twenty gonna concrete plans apple google around meta strategies
2884,know think apple gone lots different avenues business especially store distribution know talked length another podcast podcasts everywhere know recently podcast game makers check
2885,fantastic conversation talked store distribution things like know looked back kinda together head know epic games fighting apple distribution meta coming wanna control distribution ahead meta
2886,increased
2887,important apple apple remain relevant meta distribution platform strategy around goggles
2888,know rumors device coming applications take advantage
2889,clear gonna sort meta play around
2890,think apple going know foundations apple meta strategy think quite interesting
2891,also think google know reports recently restructured things internally kind assets together kind meta team
2892,basically happen facebook started talking rebranded company
2893,think something similar gonna happen gonna know streamlined coherent strategy like heard facebook meta
2894,like heard microsoft
2895,public company angle
2896,something watching
2897,thing watching know mentioned number mentions meta irreversible surge extreme amounts
2898,think point start trough calls come play
2899,mentioned hype cycle blowing
2900,everyone getting pool
2901,know every everyone rushing claim ride wave right place
2902,everyone talking meta facebook
2903,think year people gonna look back like much changed
2904,much hype gonna back kind development focus underlying technology development know craig told right first inning
2905,anywhere close done building stuff
2906,know think important things people need understand hype cycle inevitably
2907,interesting things going
2908,still long realize true vision meta going
2909,look trough whether
2910,think sometime next year maybe twenty twenty three lockdown downs people back using services even
2911,know whatever definitely phase start kinda question give
2912,think time know investors whereas people interested
2913,looking start companies space
2914,gets interesting
2915,everyone pulling everyone taking starting
2916,gonna next thing gets interesting really start groundwork real success road
2917,absolutely agree
2918,excited point time next year prediction correct think high probability
2919,excited point time hype slower hype smaller real builders remain excited possibilities meta going
2920,think natural
2921,think natural
2922,seen every time
2923,seen internet
2924,seen commerce
2925,seen social media
2926,know remember social local mobile
2927,right mean right social media mobile occasional hype
2928,think living world point time amount hyped words terminology never greater
2929,think year word could meta crypto defy
2930,mean really anything goes moment
2931,think important ultimately back focus fundamentals incredibly exciting back focus building application services experiences real people resonate love
2932,ultimately building things also becoming great value humanity great financial value builders communities
2933,definitely financial centralization internet exciting provide opportunities
2934,know introduce opportunities immerse ourself virtual worlds avatars really inspiring
2935,early days evolution next iteration internet
2936,really really exciting
2937,exciting times
2938,know wrap twenty twenty twenty twenty even deeper meta
2939,welcome metaverse
2940,meta emerging next technology platform attracting online game makers social networks plenty investment
2941,share lots hype surrounding meta also lots substance development exciting trends
2942,podcast series meta brought bloomberg intelligence
2943,break biggest development bring interesting minds building investing experiencing
2944,everyone
2945,founder super social whitney matthew host amazing podcast
2946,kicking twenty twenty
2947,kickoff year many things interesting things share
2948,first like start twenty twenty defining year covered last episode twenty twenty
2949,talk defining moments twenty twenty
2950,first roblox becoming publicly traded company second facebook changing corporate brand name meta
2951,listeners wanna circle back important question
2952,make sure starting place twenty twenty
2953,covered twenty twenty forecast meta device
2954,probably heard matthew talk
2955,probably seen tweeting
2956,meta device
2957,something going access mobile phone
2958,something going access glasses autonomous vehicle tesla someone else
2959,next iteration internet inspired thought leaders like team sweeney dave suzuki matthew ball talking past years
2960,finally rest world picking joining evolution internet
2961,believe meta really going real time three persistent large scale virtual worlds environments people going spend enormous amount time many things like playing working learning entertaining things always thought real life
2962,excited evolution especially world remote distributed work distributed life
2963,feel decade going phenomenal terms built going manifest lives identities little avatars roaming sorts virtual world
2964,centralized decentralized gonna talk well twenty twenty
2965,matthew
2966,great start year excited kick amazing year podcast
2967,absolutely
2968,quite exciting twenty twenty think exciting things twenty twenty
2969,also things
2970,actually cautious twenty twenty terms every technology platform development goes quote unquote twenty hype cycle famous laying
2971,wave excitement usually early
2972,everyone comes rushing gates realize long call trough
2973,trough kind reset expectations really start building future
2974,mean think
2975,smartphones able computer pocket
2976,know pictured rumored decades became reality
2977,exciting interesting believe next platform
2978,next platform tomorrow
2979,next platform decade really important stay grounded
2980,want kind know much excited also trying temper expectations great things happened twenty twenty shifted expectations excitement feeling like talking echo chamber trying people listen meta important
2981,trying walk people back level expectations
2982,quite different tone
2983,think
2984,also
2985,looking long view playing long game think people need shift focus stay aligned going
2986,love
2987,agree think almost like twenty twenty year meta arrived concept something everyone recognize recognized going important part future
2988,twenty twenty beyond going journey really realizing manifesting desires meta could going journey
2989,think audience listen carefully matthew said going sprint
2990,going long marathon definitely wanna many many sprints marathon going quite natural assume going downs terms meta sees evolving
2991,gonna great innovation
2992,gonna bunch disappointment
2993,ultimately matthew point agree
2994,journey kind buckle going
2995,absolutely
2996,came know right heart consumer electronic show
2997,year
2998,years since gone person
2999,last trip ever took pandemic twenty twenty
3000,usually quite event nvidia always announces great things talked nvidia podcast meta leader omni strategy
3001,make interesting announcements omni platform
3002,think important thing came really positioning player underlying software stack meta opening omni versus free software suite creators three developers three designers think really gonna help take next step really alongside epic games unreal engine unity roblox alternative know especially think ingrained gamers game developers also green streamers creators know people going creator economy
3003,really think gonna really strong position software stack players going forward
3004,always open software opening platform letting creative people think perfectly right right
3006,know think touched really great point terms opening platform think know team sweeney obviously vocal fact universe really emerge realized cannot similar evolution like happened know social media social platform past decade every platform ecosystem close chamber connect another
3007,think everyone vision think aligns team sweeney proposing connectivity interoperability across platform
3008,think takes really interesting point view meta really become realize potential total addressable market trillions really gonna platforms different environments facebook meta roblox epic unity happens blockchain things connect together
3009,know think matthew share vision world
3011,journey actually happens platforms building echo chambers comfortable
3012,well
3013,mean look roblox extremely well
3014,tell also developer experiences much excited bullish world much collaborative open
3015,together know saying
3016,wanna fast alone
3017,want together
3018,think together meta much greater potential human elevation platform provide
3019,totally agree think also really important time make claim make
3021,time clearly companies existing social platforms like facebook meta platforms trying know push vision meta closed system retain walled gardens content fortresses keep people within ecosystem
3022,think really important consumers developers investors think come walled gardens done internet economy second iteration iteration three really want want vision walled gardens
3023,mean insanely profitable become walled garden really want know internet look like want
3024,know proponent well open connectivity internet really know enabling creators really think know
3025,goes back talked yeast episode episodes several episodes consumers vote feet
3026,think consumers getting walled gardens getting know networks force content
3027,think meta user generated content technologies really coming together giving express find content create engage things want
3028,think gonna nature force kinda activity help break walled gardens
3029,least hope know think need next iteration internet make know better place
3030,think ultimately evolution internet talking
3031,also human expression
3032,human connection
3033,right think meta talk three real time massive large scale environments talking manifesting personalities aspirations length avatar
3035,talked last year matthew people real life multiple identities avatars
3036,think putting avatars place represent aspirations creativity playing game watching concert going movie date night collaborating piece work
3037,things going powerful platform connect another
3038,know happy continue proponents open meta much line
3039,really amazing people entrepreneurs builders envisioning well
3040,think future people able much internet future today
3041,excited also know alluding know human connectivity hugely important know knows world back know quote unquote normal
3042,know hong kong
3043,today going back lockdown know years
3044,know knows normalcy return know looking ways interact others remotely digitally
3045,meta really interesting concept enable connections wherever
3046,also screen
3047,also physical real world know aided enabled real time three
3049,think super promising particularly creator economy know make physical concerts
3050,talked virtual make physical concerts engaging streamers know better engage followers twitch followers youtube create engaging class forms really monetize brand know build connections deeply
3051,think know something craig roblox talked virtual concerts think applicable know many different things every seat becomes ticket
3052,think hugely important concept thinking human connection sitting hundred rows deep arena
3054,face face avatar avatar celebrity someone care someone want close learn
3055,think ability create connections really personal connections much today computer think really gonna huge driver consumer demand know bringing people bringing people together start talking business opportunities
3056,think become quite large
3057,know
3058,mentioned know consumer technology association presentation focused enterprise locations meta versus strategy know think crossover terms terms know mixed reality meta
3059,think know seeing well
3060,ties back companies brands better connect consumers current world
3062,someone store connect
3063,commerce site social media deep personal connection
3064,improve connection make like real world think meta versus perfect solution
3065,matthew wanna echo said fundamental
3066,believe know started year january first
3067,wrote annual kind year letter
3068,thing trying portray referred meaningful universe
3069,described meaningful meta place power creativity foster drive prosperity
3070,think three things mean really number creativity want enable people express part things engage excite inspire
3071,talk exclusivity want universe place everyone feel belonging
3072,need universe incredible platform create sense belonging sense community especially described world continuously continuing remote apart another real life opportunity bring people together bridge gaps bring different cultures together
3073,never better time
3074,third piece driving prosperity
3075,also enormous opportunity already tapping generation creators
3076,know super social
3077,excited working partnering building together rising creator generation
3078,opportunity everyone remote
3079,really sharpen skill decide wanna create movement wanna part
3080,could building roblox could creating forth really talent work
3081,never better time remotely dream creating
3082,three thing really kind encapsulate meta could meaningful environment
3083,clearly tell excited
3086,kidding
3087,extremely excited good reason alluded beginning conversation middle hype cycle pulling data bloomberg terminal using transcript analysis function bloomberg professional subscribers
3088,search term meta third quarter earning season actually checked last transcripts added
3089,term meta used seven hundred thirteen times
3090,includes filings includes transcripts
3091,includes conferences everything
3092,seven hundred thirteen times
3093,compares hundred times prior
3094,prior quarter
3095,year quarter mentioned whopping four times
3096,gone quite
3097,people talking
3098,everyone throwing ring super citing
3099,demo walmart envision know shopping know virtual assistance
3100,pick food
3101,wine pairing suggest
3102,think lots cool applications future entirely evident companies jumping bandwagon throwing term
3103,heck
3104,even conversations
3105,know launched bloomberg intelligence meta versus theme basket talking issuers create etfs based index tracks basket
3106,know many like look retail wants hype
3107,wanna ride train right
3108,mean talking hype cycle wanna ride
3109,companies thing think best shareholders
3110,trying talk prospects make attractive investments
3111,game
3112,clear companies sure going real substance hood
3113,know vapor
3114,know companies gonna driving development meta something exist something building companies ones gonna think companies like facebook meta platforms mean change name zuckerberg went
3115,think talked really promising assets place could significant player space came said gonna spend billion dollars year investing think clearly putting money mouth
3116,money
3117,money companies combined investing right
3118,question becomes
3119,well successful
3120,think certainty
3121,lots companies name names save face companies
3122,know clearly names show list companies talking meta trying hype question
3123,make sense actually looking indices meta indices used etfs know couple companies etfs like really gonna player meta
3124,company think gonna driving development form
3125,mean could
3126,could
3127,know names names people throwing ring
3128,think important investors consumers fall hype
3129,fall vapor going really look hype cycle real substances
3130,well said matthew would think important focus fundamentals really learn first sources understand meta really journey realizing learn companies actually spend time already things exist
3131,wanna learn managers play game roblox
3132,jump experiences fortnite blockchain sometime time central sandbox
3133,immerse worlds open wallet open
3134,create avatar saturday afternoon like really start platform already exist proponents kind lead realizing
3135,think publicly traded companies think important look data also unpack buzz words
3136,sure
3137,everyone talking universe
3138,matthew think numbers mentioned clearly articulate meta basically word everyone talking
3139,cool
3140,awesome
3141,also excited meta excitement decrease beat
3142,really back fundamentals look real builders people going overcome phase solution analogy continue build everyone moving next buzz think mentioned last year everyone remembers solo
3143,remember social local mobile great concept back know facebook started iphone launched early twenty tens
3144,much hope would like believe meta gonna turns dissipate obese confident think meta side technical changes provides
3145,also paradigm shift human behavior
3146,encourage everyone experiment play things universe technology much human human behavior human expression think important
3147,always remember ultimately gonna people behind application
3148,gonna people consumer applications
3149,gonna people enterprise applications meta gonna touch different industries
3150,audiences individuals want really matter going touch life personally professionally creatively
3151,type question believe help better understand today going
3152,saying technology points near term usually outperform wildest streams long term
3153,think think meta probably fall category
3154,think people potentially visions meta think actually quite dystopian scary
3155,know believe inside headset
3156,actually think sounds
3157,sounds quite dystopian case know looking forward vision meta
3158,know
3159,know agree definitely companies people vision
3160,excited long
3161,know things think ties hype
3162,talked length podcast
